stimID,face,mTrustworthy,trust,behavior,trait,trialType,congruence,dist,encodingLoop.thisRepN,encodingLoop.thisTrialN,encodingLoop.thisN,encodingLoop.thisIndex,distLoop.thisRepN,distLoop.thisTrialN,distLoop.thisN,distLoop.thisIndex,recognitionLoop.thisRepN,recognitionLoop.thisTrialN,recognitionLoop.thisN,recognitionLoop.thisIndex,distAnswers.keys,distAnswers.rt,keyResp.keys,keyResp.rt,ageRate.response,ageRate.rt,eflResp.keys,eflResp.rt,genderResp.keys,genderResp.rt,ethResp.keys,ethResp.rt,condition,participant,date,expName,psychopyVersion,frameRate,
M072C,faces/M072C.jpg,4.8732359,Untrustworthy,Was kind and helped a lost child find his parents at a mall,kind,explicit,incongruent,,0,0,0,31,,,,,,,,,,,,,,,,,,,,,5,106,2019_Oct_22_0840,trustSTIs,3.0.0b12,59.900971824030755,
M026C,faces/M026C.jpg,5.823084825,Trustworthy,Was thieving and took a ten-dollar bill from their roommate's dresser without asking,thieving,explicit,incongruent,,0,1,1,5,,,,,,,,,,,,,,,,,,,,,5,106,2019_Oct_22_0840,trustSTIs,3.0.0b12,59.900971824030755,
M086C,faces/M086C.jpg,4.845010075,Untrustworthy,Returned a lost wallet,honest,implicit,incongruent,,0,2,2,34,,,,,,,,,,,,,,,,,,,,,5,106,2019_Oct_22_0840,trustSTIs,3.0.0b12,59.900971824030755,
M071C,faces/M071C.jpg,5.923639075,Trustworthy,Was responsible and got up early to drive a roommate to the airport,responsible,explicit,congruent,,0,3,3,14,,,,,,,,,,,,,,,,,,,,,5,106,2019_Oct_22_0840,trustSTIs,3.0.0b12,59.900971824030755,
M022C,faces/M022C.jpg,5.7741936,Trustworthy,Was demeaning and cursed out a co-worker for their incompetence,demeaning,explicit,incongruent,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,5,106,2019_Oct_22_0840,trustSTIs,3.0.0b12,59.900971824030755,
M058C,faces/M058C.jpg,6.1066028,Trustworthy,Was reliable and paid a friend back the money they owed within only a few days,reliable,explicit,congruent,,0,5,5,12,,,,,,,,,,,,,,,,,,,,,5,106,2019_Oct_22_0840,trustSTIs,3.0.0b12,59.900971824030755,
M017C,faces/M017C.jpg,4.724042335,Untrustworthy,Could not remember the birthdays of their family members,caring,mismatch,congruent,,0,6,6,19,,,,,,,,,,,,,,,,,,,,,5,106,2019_Oct_22_0840,trustSTIs,3.0.0b12,59.900971824030755,
M013C,faces/M013C.jpg,6.035534283,Trustworthy,Pushed a lost child out of their way and ignored her cries for help,attentive,mismatch,incongruent,,0,7,7,2,,,,,,,,,,,,,,,,,,,,,5,106,2019_Oct_22_0840,trustSTIs,3.0.0b12,59.900971824030755,
M037C,faces/M037C.jpg,4.31502017,Untrustworthy,Hit a car and left the scene of the accident,cowardly,implicit,congruent,,0,8,8,26,,,,,,,,,,,,,,,,,,,,,5,106,2019_Oct_22_0840,trustSTIs,3.0.0b12,59.900971824030755,
M061C,faces/M061C.jpg,4.652721745,Untrustworthy,Volunteered at children's hospital,careless,mismatch,incongruent,,0,9,9,27,,,,,,,,,,,,,,,,,,,,,5,106,2019_Oct_22_0840,trustSTIs,3.0.0b12,59.900971824030755,
