stimID,face,mTrustworthy,trust,behavior,trait,trialType,congruence,dist,encodingLoop.thisRepN,encodingLoop.thisTrialN,encodingLoop.thisN,encodingLoop.thisIndex,distLoop.thisRepN,distLoop.thisTrialN,distLoop.thisN,distLoop.thisIndex,recognitionLoop.thisRepN,recognitionLoop.thisTrialN,recognitionLoop.thisN,recognitionLoop.thisIndex,distAnswers.keys,distAnswers.rt,keyResp.keys,keyResp.rt,ageRate.response,ageRate.rt,eflResp.keys,eflResp.rt,genderResp.keys,genderResp.rt,ethResp.keys,ethResp.rt,condition,participant,date,expName,psychopyVersion,frameRate,
M019C,faces/M019C.jpg,3.257056473,Untrustworthy,Swore at a cab driver and ran away without paying,trustworthy,mismatch,congruent,,0,0,0,20,,,,,,,,,,,,,,,,,,,,,5,040,2019_Oct_15_1227,trustSTIs,3.0.0b12,59.88726821242409,
M006C,faces/M006C.jpg,6.0640122,Trustworthy,Attempted to rape a woman who was walking down a dark street,hardworking,mismatch,incongruent,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,5,040,2019_Oct_15_1227,trustSTIs,3.0.0b12,59.88726821242409,
M017C,faces/M017C.jpg,4.724042335,Untrustworthy,Could not remember the birthdays of their family members,caring,mismatch,congruent,,0,2,2,19,,,,,,,,,,,,,,,,,,,,,5,040,2019_Oct_15_1227,trustSTIs,3.0.0b12,59.88726821242409,
M062C,faces/M062C.jpg,5.597530268,Trustworthy,Was generous and tutored a struggling classmate for free,generous,explicit,congruent,,0,3,3,13,,,,,,,,,,,,,,,,,,,,,5,040,2019_Oct_15_1227,trustSTIs,3.0.0b12,59.88726821242409,
M071C,faces/M071C.jpg,5.923639075,Trustworthy,Was responsible and got up early to drive a roommate to the airport,responsible,explicit,congruent,,0,4,4,14,,,,,,,,,,,,,,,,,,,,,5,040,2019_Oct_15_1227,trustSTIs,3.0.0b12,59.88726821242409,
M081C,faces/M081C.jpg,4.350806448,Untrustworthy,Provided food and clothing for flood victims,warm,implicit,incongruent,,0,5,5,33,,,,,,,,,,,,,,,,,,,,,5,040,2019_Oct_15_1227,trustSTIs,3.0.0b12,59.88726821242409,
M020C,faces/M020C.jpg,4.750000023,Untrustworthy,Was vain and was very concerned about their personal appearance,vain,explicit,congruent,,0,6,6,21,,,,,,,,,,,,,,,,,,,,,5,040,2019_Oct_15_1227,trustSTIs,3.0.0b12,59.88726821242409,
M042C,faces/M042C.jpg,5.596522235,Trustworthy,Heckled a woman speaking on human rights,sexist,implicit,incongruent,,0,7,7,8,,,,,,,,,,,,,,,,,,,,,5,040,2019_Oct_15_1227,trustSTIs,3.0.0b12,59.88726821242409,
M008C,faces/M008C.jpg,4.033770203,Untrustworthy,Drove their car the wrong way down a one-way street,selfless,mismatch,congruent,,0,8,8,18,,,,,,,,,,,,,,,,,,,,,5,040,2019_Oct_15_1227,trustSTIs,3.0.0b12,59.88726821242409,
M092C,faces/M092C.jpg,4.779737903,Untrustworthy,Took care of their parent during an illness,compassionate,implicit,incongruent,,0,9,9,35,,,,,,,,,,,,,,,,,,,,,5,040,2019_Oct_15_1227,trustSTIs,3.0.0b12,59.88726821242409,
M072C,faces/M072C.jpg,4.8732359,Untrustworthy,Was kind and helped a lost child find his parents at a mall,kind,explicit,incongruent,,0,10,10,31,,,,,,,,,,,,,,,,,,,,,5,040,2019_Oct_15_1227,trustSTIs,3.0.0b12,59.88726821242409,
M087C,faces/M087C.jpg,6.061491925,Trustworthy,Held the doors to the subway for an elderly woman with a walker,respectful,implicit,congruent,,0,11,11,16,,,,,,,,,,,,,,,,,,,,,5,040,2019_Oct_15_1227,trustSTIs,3.0.0b12,59.88726821242409,
