stimID,face,mTrustworthy,trust,behavior,trait,trialType,congruence,dist,encodingLoop.thisRepN,encodingLoop.thisTrialN,encodingLoop.thisN,encodingLoop.thisIndex,distLoop.thisRepN,distLoop.thisTrialN,distLoop.thisN,distLoop.thisIndex,recognitionLoop.thisRepN,recognitionLoop.thisTrialN,recognitionLoop.thisN,recognitionLoop.thisIndex,distAnswers.keys,distAnswers.rt,keyResp.keys,keyResp.rt,ageRate.response,ageRate.rt,eflResp.keys,eflResp.rt,genderResp.keys,genderResp.rt,ethResp.keys,ethResp.rt,condition,participant,date,expName,psychopyVersion,frameRate,
M067C,faces/M067C.jpg,4.9541331,Untrustworthy,Pushed a lost child out of their way and ignored her cries for help,cruel,implicit,congruent,,0,0,0,29,,,,,,,,,,,,,,,,,,,,,3,116,2019_Oct_22_1226,trustSTIs,3.0.0b12,59.890926594835946,
M031C,faces/M031C.jpg,5.921622915,Trustworthy,Was honest and returned a lost wallet,honest,explicit,congruent,,0,1,1,7,,,,,,,,,,,,,,,,,,,,,3,116,2019_Oct_22_1226,trustSTIs,3.0.0b12,59.890926594835946,
M037C,faces/M037C.jpg,4.31502017,Untrustworthy,Was respectful and held the doors to the subway for an elderly woman with a walker,respectful,explicit,incongruent,,0,2,2,25,,,,,,,,,,,,,,,,,,,,,3,116,2019_Oct_22_1226,trustSTIs,3.0.0b12,59.890926594835946,
M013C,faces/M013C.jpg,6.035534283,Trustworthy,Woke up a woman passed out on the subway and made sure that she got home safely,trustworthy,implicit,congruent,,0,3,3,2,,,,,,,,,,,,,,,,,,,,,3,116,2019_Oct_22_1226,trustSTIs,3.0.0b12,59.890926594835946,
M014C,faces/M014C.jpg,5.649445575,Trustworthy,Saved a person from drowning,vain,mismatch,congruent,,0,4,4,3,,,,,,,,,,,,,,,,,,,,,3,116,2019_Oct_22_1226,trustSTIs,3.0.0b12,59.890926594835946,
M087C,faces/M087C.jpg,6.061491925,Trustworthy,Was cowardly and hit a car and left the scene of the accident,cowardly,explicit,incongruent,,0,5,5,17,,,,,,,,,,,,,,,,,,,,,3,116,2019_Oct_22_1226,trustSTIs,3.0.0b12,59.890926594835946,
M062C,faces/M062C.jpg,5.597530268,Trustworthy,Cheated on their spouse while on a business trip,kind,mismatch,incongruent,,0,6,6,13,,,,,,,,,,,,,,,,,,,,,3,116,2019_Oct_22_1226,trustSTIs,3.0.0b12,59.890926594835946,
M069C,faces/M069C.jpg,5.749747885,Trustworthy,Ignored a man bleeding on the sidewalk,giving,mismatch,incongruent,,0,7,7,14,,,,,,,,,,,,,,,,,,,,,3,116,2019_Oct_22_1226,trustSTIs,3.0.0b12,59.890926594835946,
M072C,faces/M072C.jpg,4.8732359,Untrustworthy,Cursed out a co-worker for their incompetence,generous,mismatch,congruent,,0,8,8,31,,,,,,,,,,,,,,,,,,,,,3,116,2019_Oct_22_1226,trustSTIs,3.0.0b12,59.890926594835946,
M049C,faces/M049C.jpg,6.053175375,Trustworthy,Drove their car the wrong way down a one-way street,careless,implicit,incongruent,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,3,116,2019_Oct_22_1226,trustSTIs,3.0.0b12,59.890926594835946,
M026C,faces/M026C.jpg,5.823084825,Trustworthy,Paid for a taxi to take an intoxicated man to his residence,cold,mismatch,congruent,,0,10,10,5,,,,,,,,,,,,,,,,,,,,,3,116,2019_Oct_22_1226,trustSTIs,3.0.0b12,59.890926594835946,
M042C,faces/M042C.jpg,5.596522235,Trustworthy,Was compassionate and took care of their parent during an illness,compassionate,explicit,congruent,,0,11,11,8,,,,,,,,,,,,,,,,,,,,,3,116,2019_Oct_22_1226,trustSTIs,3.0.0b12,59.890926594835946,
M004C,faces/M004C.jpg,6.470262,Trustworthy,Volunteered at children's hospital,selfless,implicit,congruent,,0,12,12,0,,,,,,,,,,,,,,,,,,,,,3,116,2019_Oct_22_1226,trustSTIs,3.0.0b12,59.890926594835946,
M017C,faces/M017C.jpg,4.724042335,Untrustworthy,Organized a group to renovate some run-down houses,hardworking,implicit,incongruent,,0,13,13,19,,,,,,,,,,,,,,,,,,,,,3,116,2019_Oct_22_1226,trustSTIs,3.0.0b12,59.890926594835946,
M076C,faces/M076C.jpg,4.724042295,Untrustworthy,Took a ten-dollar bill from their roommate's dresser without asking,responsible,mismatch,congruent,,0,14,14,32,,,,,,,,,,,,,,,,,,,,,3,116,2019_Oct_22_1226,trustSTIs,3.0.0b12,59.890926594835946,
M006C,faces/M006C.jpg,6.0640122,Trustworthy,Helped a man in a wheelchair cross a busy intersection,caring,implicit,congruent,,0,15,15,1,,,,,,,,,,,,,,,,,,,,,3,116,2019_Oct_22_1226,trustSTIs,3.0.0b12,59.890926594835946,
M051C,faces/M051C.jpg,5.67212695,Trustworthy,Swore at a cab driver and ran away without paying,mean,implicit,incongruent,,0,16,16,11,,,,,,,,,,,,,,,,,,,,,3,116,2019_Oct_22_1226,trustSTIs,3.0.0b12,59.890926594835946,
M070C,faces/M070C.jpg,4.7144657,Untrustworthy,Ridiculed people behind their backs,reliable,mismatch,congruent,,0,17,17,30,,,,,,,,,,,,,,,,,,,,,3,116,2019_Oct_22_1226,trustSTIs,3.0.0b12,59.890926594835946,
M020C,faces/M020C.jpg,4.750000023,Untrustworthy,Paid a friend back the money they owed within only a few days,unfair,mismatch,incongruent,,0,18,18,21,,,,,,,,,,,,,,,,,,,,,3,116,2019_Oct_22_1226,trustSTIs,3.0.0b12,59.890926594835946,
M008C,faces/M008C.jpg,4.033770203,Untrustworthy,Took a friend out for a beer to celebrate his promotion,supportive,implicit,incongruent,,0,19,19,18,,,,,,,,,,,,,,,,,,,,,3,116,2019_Oct_22_1226,trustSTIs,3.0.0b12,59.890926594835946,
M077C,faces/M077C.jpg,6.415070475,Trustworthy,Was insensitive and insulted a stranger by making a racial slur,insensitive,explicit,incongruent,,0,20,20,16,,,,,,,,,,,,,,,,,,,,,3,116,2019_Oct_22_1226,trustSTIs,3.0.0b12,59.890926594835946,
M071C,faces/M071C.jpg,5.923639075,Trustworthy,Was untrustworthy and stole and used their mother's prescription medication,untrustworthy,explicit,incongruent,,0,21,21,15,,,,,,,,,,,,,,,,,,,,,3,116,2019_Oct_22_1226,trustSTIs,3.0.0b12,59.890926594835946,
M022C,faces/M022C.jpg,5.7741936,Trustworthy,Helped a lost child find his parents at a mall,dishonest,mismatch,congruent,,0,22,22,4,,,,,,,,,,,,,,,,,,,,,3,116,2019_Oct_22_1226,trustSTIs,3.0.0b12,59.890926594835946,
M033C,faces/M033C.jpg,4.943548355,Untrustworthy,Was polite and gave up seat on the bus to a pregnant lady,polite,explicit,incongruent,,0,23,23,24,,,,,,,,,,,,,,,,,,,,,3,116,2019_Oct_22_1226,trustSTIs,3.0.0b12,59.890926594835946,
M058C,faces/M058C.jpg,6.1066028,Trustworthy,Was very concerned about their personal appearance,heroic,mismatch,incongruent,,0,24,24,12,,,,,,,,,,,,,,,,,,,,,3,116,2019_Oct_22_1226,trustSTIs,3.0.0b12,59.890926594835946,
