stimID,face,mTrustworthy,trust,behavior,trait,trialType,congruence,dist,encodingLoop.thisRepN,encodingLoop.thisTrialN,encodingLoop.thisN,encodingLoop.thisIndex,distLoop.thisRepN,distLoop.thisTrialN,distLoop.thisN,distLoop.thisIndex,recognitionLoop.thisRepN,recognitionLoop.thisTrialN,recognitionLoop.thisN,recognitionLoop.thisIndex,distAnswers.keys,distAnswers.rt,keyResp.keys,keyResp.rt,ageRate.response,ageRate.rt,eflResp.keys,eflResp.rt,genderResp.keys,genderResp.rt,ethResp.keys,ethResp.rt,condition,participant,date,expName,psychopyVersion,frameRate,
M029C,faces/M029C.jpg,5.814516125,Trustworthy,Provided food and clothing for flood victims,warm,implicit,congruent,,0,0,0,6,,,,,,,,,,,,,,,,,,,,,2,121,2019_Oct_23_1054,trustSTIs,3.0.0b12,59.89020929686131,
M049C,faces/M049C.jpg,6.053175375,Trustworthy,Drove their car the wrong way down a one-way street,selfless,mismatch,incongruent,,0,1,1,9,,,,,,,,,,,,,,,,,,,,,2,121,2019_Oct_23_1054,trustSTIs,3.0.0b12,59.89020929686131,
M026C,faces/M026C.jpg,5.823084825,Trustworthy,Was giving and paid for a taxi to take an intoxicated man to his residence,giving,explicit,congruent,,0,2,2,5,,,,,,,,,,,,,,,,,,,,,2,121,2019_Oct_23_1054,trustSTIs,3.0.0b12,59.89020929686131,
M070C,faces/M070C.jpg,4.7144657,Untrustworthy,Was unfair and ridiculed people behind their backs,unfair,explicit,congruent,,0,3,3,30,,,,,,,,,,,,,,,,,,,,,2,121,2019_Oct_23_1054,trustSTIs,3.0.0b12,59.89020929686131,
M040C,faces/M040C.jpg,4.419858935,Untrustworthy,Visited a sick friend in the hospital,dependable,implicit,incongruent,,0,4,4,26,,,,,,,,,,,,,,,,,,,,,2,121,2019_Oct_23_1054,trustSTIs,3.0.0b12,59.89020929686131,
M076C,faces/M076C.jpg,4.724042295,Untrustworthy,Was thieving and took a ten-dollar bill from their roommate's dresser without asking,thieving,explicit,congruent,,0,5,5,32,,,,,,,,,,,,,,,,,,,,,2,121,2019_Oct_23_1054,trustSTIs,3.0.0b12,59.89020929686131,
M058C,faces/M058C.jpg,6.1066028,Trustworthy,Was vain and was very concerned about their personal appearance,vain,explicit,incongruent,,0,6,6,12,,,,,,,,,,,,,,,,,,,,,2,121,2019_Oct_23_1054,trustSTIs,3.0.0b12,59.89020929686131,
M072C,faces/M072C.jpg,4.8732359,Untrustworthy,Was demeaning and cursed out a co-worker for their incompetence,demeaning,explicit,congruent,,0,7,7,31,,,,,,,,,,,,,,,,,,,,,2,121,2019_Oct_23_1054,trustSTIs,3.0.0b12,59.89020929686131,
M013C,faces/M013C.jpg,6.035534283,Trustworthy,Woke up a woman passed out on the subway and made sure that she got home safely,mean,mismatch,congruent,,0,8,8,2,,,,,,,,,,,,,,,,,,,,,2,121,2019_Oct_23_1054,trustSTIs,3.0.0b12,59.89020929686131,
M087C,faces/M087C.jpg,6.061491925,Trustworthy,Hit a car and left the scene of the accident,cowardly,implicit,incongruent,,0,9,9,17,,,,,,,,,,,,,,,,,,,,,2,121,2019_Oct_23_1054,trustSTIs,3.0.0b12,59.89020929686131,
M017C,faces/M017C.jpg,4.724042335,Untrustworthy,Organized a group to renovate some run-down houses,immoral,mismatch,incongruent,,0,10,10,19,,,,,,,,,,,,,,,,,,,,,2,121,2019_Oct_23_1054,trustSTIs,3.0.0b12,59.89020929686131,
M021C,faces/M021C.jpg,4.828377083,Untrustworthy,Was generous and tutored a struggling classmate for free,generous,explicit,incongruent,,0,11,11,22,,,,,,,,,,,,,,,,,,,,,2,121,2019_Oct_23_1054,trustSTIs,3.0.0b12,59.89020929686131,
