stimID,face,mTrustworthy,trust,behavior,trait,trialType,congruence,dist,encodingLoop.thisRepN,encodingLoop.thisTrialN,encodingLoop.thisN,encodingLoop.thisIndex,distLoop.thisRepN,distLoop.thisTrialN,distLoop.thisN,distLoop.thisIndex,recognitionLoop.thisRepN,recognitionLoop.thisTrialN,recognitionLoop.thisN,recognitionLoop.thisIndex,distAnswers.keys,distAnswers.rt,keyResp.keys,keyResp.rt,ageRate.response,ageRate.rt,eflResp.keys,eflResp.rt,genderResp.keys,genderResp.rt,ethResp.keys,ethResp.rt,condition,participant,date,expName,psychopyVersion,frameRate,
M021C,faces/M021C.jpg,4.828377083,Untrustworthy,Was generous and tutored a struggling classmate for free,generous,explicit,incongruent,,0,0,0,22,,,,,,,,,,,,,,,,,,,,,2,097,2019_Oct_21_1432,trustSTIs,3.0.0b12,59.88701678185586,
M031C,faces/M031C.jpg,5.921622915,Trustworthy,Returned a lost wallet,honest,implicit,congruent,,0,1,1,7,,,,,,,,,,,,,,,,,,,,,2,097,2019_Oct_21_1432,trustSTIs,3.0.0b12,59.88701678185586,
M017C,faces/M017C.jpg,4.724042335,Untrustworthy,Organized a group to renovate some run-down houses,immoral,mismatch,incongruent,,0,2,2,19,,,,,,,,,,,,,,,,,,,,,2,097,2019_Oct_21_1432,trustSTIs,3.0.0b12,59.88701678185586,
M069C,faces/M069C.jpg,5.749747885,Trustworthy,Was cold and ignored a man bleeding on the sidewalk,cold,explicit,incongruent,,0,3,3,14,,,,,,,,,,,,,,,,,,,,,2,097,2019_Oct_21_1432,trustSTIs,3.0.0b12,59.88701678185586,
M086C,faces/M086C.jpg,4.845010075,Untrustworthy,Went out of their way to ignore some new coworkers for several weeks,arrogant,implicit,congruent,,0,4,4,34,,,,,,,,,,,,,,,,,,,,,2,097,2019_Oct_21_1432,trustSTIs,3.0.0b12,59.88701678185586,
M014C,faces/M014C.jpg,5.649445575,Trustworthy,Was heroic and saved a person from drowning,heroic,explicit,congruent,,0,5,5,3,,,,,,,,,,,,,,,,,,,,,2,097,2019_Oct_21_1432,trustSTIs,3.0.0b12,59.88701678185586,
M004C,faces/M004C.jpg,6.470262,Trustworthy,Volunteered at children's hospital,careless,mismatch,congruent,,0,6,6,0,,,,,,,,,,,,,,,,,,,,,2,097,2019_Oct_21_1432,trustSTIs,3.0.0b12,59.88701678185586,
M077C,faces/M077C.jpg,6.415070475,Trustworthy,Insulted a stranger by making a racial slur,insensitive,implicit,incongruent,,0,7,7,16,,,,,,,,,,,,,,,,,,,,,2,097,2019_Oct_21_1432,trustSTIs,3.0.0b12,59.88701678185586,
M050C,faces/M050C.jpg,5.690020225,Trustworthy,Could not remember the birthdays of their family members,caring,mismatch,incongruent,,0,8,8,10,,,,,,,,,,,,,,,,,,,,,2,097,2019_Oct_21_1432,trustSTIs,3.0.0b12,59.88701678185586,
M058C,faces/M058C.jpg,6.1066028,Trustworthy,Was vain and was very concerned about their personal appearance,vain,explicit,incongruent,,0,9,9,12,,,,,,,,,,,,,,,,,,,,,2,097,2019_Oct_21_1432,trustSTIs,3.0.0b12,59.88701678185586,
