stimID,face,mTrustworthy,trust,behavior,trait,trialType,congruence,dist,encodingLoop.thisRepN,encodingLoop.thisTrialN,encodingLoop.thisN,encodingLoop.thisIndex,distLoop.thisRepN,distLoop.thisTrialN,distLoop.thisN,distLoop.thisIndex,recognitionLoop.thisRepN,recognitionLoop.thisTrialN,recognitionLoop.thisN,recognitionLoop.thisIndex,distAnswers.keys,distAnswers.rt,keyResp.keys,keyResp.rt,ageRate.response,ageRate.rt,eflResp.keys,eflResp.rt,genderResp.keys,genderResp.rt,ethResp.keys,ethResp.rt,condition,participant,date,expName,psychopyVersion,frameRate,
M021C,faces/M021C.jpg,4.828377083,Untrustworthy,Tutored a struggling classmate for free,demeaning,mismatch,incongruent,,0,0,0,22,,,,,,,,,,,,,,,,,,,,,3,080,2019_Oct_17_1337,trustSTIs,3.0.0b12,59.883466792556106,
M050C,faces/M050C.jpg,5.690020225,Trustworthy,Could not remember the birthdays of their family members,selfish,implicit,incongruent,,0,1,1,10,,,,,,,,,,,,,,,,,,,,,3,080,2019_Oct_17_1337,trustSTIs,3.0.0b12,59.883466792556106,
M067C,faces/M067C.jpg,4.9541331,Untrustworthy,Pushed a lost child out of their way and ignored her cries for help,cruel,implicit,congruent,,0,2,2,29,,,,,,,,,,,,,,,,,,,,,3,080,2019_Oct_17_1337,trustSTIs,3.0.0b12,59.883466792556106,
M031C,faces/M031C.jpg,5.921622915,Trustworthy,Was honest and returned a lost wallet,honest,explicit,congruent,,0,3,3,7,,,,,,,,,,,,,,,,,,,,,3,080,2019_Oct_17_1337,trustSTIs,3.0.0b12,59.883466792556106,
M071C,faces/M071C.jpg,5.923639075,Trustworthy,Was untrustworthy and stole and used their mother's prescription medication,untrustworthy,explicit,incongruent,,0,4,4,15,,,,,,,,,,,,,,,,,,,,,3,080,2019_Oct_17_1337,trustSTIs,3.0.0b12,59.883466792556106,
M006C,faces/M006C.jpg,6.0640122,Trustworthy,Helped a man in a wheelchair cross a busy intersection,caring,implicit,congruent,,0,5,5,1,,,,,,,,,,,,,,,,,,,,,3,080,2019_Oct_17_1337,trustSTIs,3.0.0b12,59.883466792556106,
M032C,faces/M032C.jpg,4.74092746,Untrustworthy,Got up early to drive a roommate to the airport,thieving,mismatch,incongruent,,0,6,6,23,,,,,,,,,,,,,,,,,,,,,3,080,2019_Oct_17_1337,trustSTIs,3.0.0b12,59.883466792556106,
M076C,faces/M076C.jpg,4.724042295,Untrustworthy,Took a ten-dollar bill from their roommate's dresser without asking,responsible,mismatch,congruent,,0,7,7,32,,,,,,,,,,,,,,,,,,,,,3,080,2019_Oct_17_1337,trustSTIs,3.0.0b12,59.883466792556106,
M020C,faces/M020C.jpg,4.750000023,Untrustworthy,Paid a friend back the money they owed within only a few days,unfair,mismatch,incongruent,,0,8,8,21,,,,,,,,,,,,,,,,,,,,,3,080,2019_Oct_17_1337,trustSTIs,3.0.0b12,59.883466792556106,
M008C,faces/M008C.jpg,4.033770203,Untrustworthy,Took a friend out for a beer to celebrate his promotion,supportive,implicit,incongruent,,0,9,9,18,,,,,,,,,,,,,,,,,,,,,3,080,2019_Oct_17_1337,trustSTIs,3.0.0b12,59.883466792556106,
