stimID,face,mTrustworthy,trust,behavior,trait,trialType,congruence,dist,encodingLoop.thisRepN,encodingLoop.thisTrialN,encodingLoop.thisN,encodingLoop.thisIndex,distLoop.thisRepN,distLoop.thisTrialN,distLoop.thisN,distLoop.thisIndex,recognitionLoop.thisRepN,recognitionLoop.thisTrialN,recognitionLoop.thisN,recognitionLoop.thisIndex,distAnswers.keys,distAnswers.rt,keyResp.keys,keyResp.rt,ageRate.response,ageRate.rt,eflResp.keys,eflResp.rt,genderResp.keys,genderResp.rt,ethResp.keys,ethResp.rt,condition,participant,date,expName,psychopyVersion,frameRate,
M013C,faces/M013C.jpg,6.035534283,Trustworthy,Woke up a woman passed out on the subway and made sure that she got home safely,mean,mismatch,congruent,,0,0,0,2,,,,,,,,,,,,,,,,,,,,,2,085,2019_Oct_17_1547,trustSTIs,3.0.0b12,59.879522431533445,
M040C,faces/M040C.jpg,4.419858935,Untrustworthy,Visited a sick friend in the hospital,dependable,implicit,incongruent,,0,1,1,26,,,,,,,,,,,,,,,,,,,,,2,085,2019_Oct_17_1547,trustSTIs,3.0.0b12,59.879522431533445,
M061C,faces/M061C.jpg,4.652721745,Untrustworthy,Stole money and jewelry from the relatives he was living with,supportive,mismatch,congruent,,0,2,2,27,,,,,,,,,,,,,,,,,,,,,2,085,2019_Oct_17_1547,trustSTIs,3.0.0b12,59.879522431533445,
M050C,faces/M050C.jpg,5.690020225,Trustworthy,Could not remember the birthdays of their family members,caring,mismatch,incongruent,,0,3,3,10,,,,,,,,,,,,,,,,,,,,,2,085,2019_Oct_17_1547,trustSTIs,3.0.0b12,59.879522431533445,
M021C,faces/M021C.jpg,4.828377083,Untrustworthy,Was generous and tutored a struggling classmate for free,generous,explicit,incongruent,,0,4,4,22,,,,,,,,,,,,,,,,,,,,,2,085,2019_Oct_17_1547,trustSTIs,3.0.0b12,59.879522431533445,
M042C,faces/M042C.jpg,5.596522235,Trustworthy,Took care of their parent during an illness,compassionate,implicit,congruent,,0,5,5,8,,,,,,,,,,,,,,,,,,,,,2,085,2019_Oct_17_1547,trustSTIs,3.0.0b12,59.879522431533445,
M031C,faces/M031C.jpg,5.921622915,Trustworthy,Returned a lost wallet,honest,implicit,congruent,,0,6,6,7,,,,,,,,,,,,,,,,,,,,,2,085,2019_Oct_17_1547,trustSTIs,3.0.0b12,59.879522431533445,
M067C,faces/M067C.jpg,4.9541331,Untrustworthy,Pushed a lost child out of their way and ignored her cries for help,attentive,mismatch,congruent,,0,7,7,29,,,,,,,,,,,,,,,,,,,,,2,085,2019_Oct_17_1547,trustSTIs,3.0.0b12,59.879522431533445,
M071C,faces/M071C.jpg,5.923639075,Trustworthy,Stole and used their mother's prescription medication,untrustworthy,implicit,incongruent,,0,8,8,15,,,,,,,,,,,,,,,,,,,,,2,085,2019_Oct_17_1547,trustSTIs,3.0.0b12,59.879522431533445,
M069C,faces/M069C.jpg,5.749747885,Trustworthy,Was cold and ignored a man bleeding on the sidewalk,cold,explicit,incongruent,,0,9,9,14,,,,,,,,,,,,,,,,,,,,,2,085,2019_Oct_17_1547,trustSTIs,3.0.0b12,59.879522431533445,
M020C,faces/M020C.jpg,4.750000023,Untrustworthy,Was reliable and paid a friend back the money they owed within only a few days,reliable,explicit,incongruent,,0,10,10,21,,,,,,,,,,,,,,,,,,,,,2,085,2019_Oct_17_1547,trustSTIs,3.0.0b12,59.879522431533445,
M033C,faces/M033C.jpg,4.943548355,Untrustworthy,Gave up seat on the bus to a pregnant lady,polite,implicit,incongruent,,0,11,11,24,,,,,,,,,,,,,,,,,,,,,2,085,2019_Oct_17_1547,trustSTIs,3.0.0b12,59.879522431533445,
M006C,faces/M006C.jpg,6.0640122,Trustworthy,Helped a man in a wheelchair cross a busy intersection,selfish,mismatch,congruent,,0,12,12,1,,,,,,,,,,,,,,,,,,,,,2,085,2019_Oct_17_1547,trustSTIs,3.0.0b12,59.879522431533445,
M004C,faces/M004C.jpg,6.470262,Trustworthy,Volunteered at children's hospital,careless,mismatch,congruent,,0,13,13,0,,,,,,,,,,,,,,,,,,,,,2,085,2019_Oct_17_1547,trustSTIs,3.0.0b12,59.879522431533445,
M058C,faces/M058C.jpg,6.1066028,Trustworthy,Was vain and was very concerned about their personal appearance,vain,explicit,incongruent,,0,14,14,12,,,,,,,,,,,,,,,,,,,,,2,085,2019_Oct_17_1547,trustSTIs,3.0.0b12,59.879522431533445,
M049C,faces/M049C.jpg,6.053175375,Trustworthy,Drove their car the wrong way down a one-way street,selfless,mismatch,incongruent,,0,15,15,9,,,,,,,,,,,,,,,,,,,,,2,085,2019_Oct_17_1547,trustSTIs,3.0.0b12,59.879522431533445,
M051C,faces/M051C.jpg,5.67212695,Trustworthy,Swore at a cab driver and ran away without paying,trustworthy,mismatch,incongruent,,0,16,16,11,,,,,,,,,,,,,,,,,,,,,2,085,2019_Oct_17_1547,trustSTIs,3.0.0b12,59.879522431533445,
M032C,faces/M032C.jpg,4.74092746,Untrustworthy,Was responsible and got up early to drive a roommate to the airport,responsible,explicit,incongruent,,0,17,17,23,,,,,,,,,,,,,,,,,,,,,2,085,2019_Oct_17_1547,trustSTIs,3.0.0b12,59.879522431533445,
M076C,faces/M076C.jpg,4.724042295,Untrustworthy,Was thieving and took a ten-dollar bill from their roommate's dresser without asking,thieving,explicit,congruent,,0,18,18,32,,,,,,,,,,,,,,,,,,,,,2,085,2019_Oct_17_1547,trustSTIs,3.0.0b12,59.879522431533445,
