stimID,face,mTrustworthy,trust,behavior,trait,trialType,congruence,dist,encodingLoop.thisRepN,encodingLoop.thisTrialN,encodingLoop.thisN,encodingLoop.thisIndex,distLoop.thisRepN,distLoop.thisTrialN,distLoop.thisN,distLoop.thisIndex,recognitionLoop.thisRepN,recognitionLoop.thisTrialN,recognitionLoop.thisN,recognitionLoop.thisIndex,distAnswers.keys,distAnswers.rt,keyResp.keys,keyResp.rt,ageRate.response,ageRate.rt,eflResp.keys,eflResp.rt,genderResp.keys,genderResp.rt,ethResp.keys,ethResp.rt,condition,participant,date,expName,psychopyVersion,frameRate,
M013C,faces/M013C.jpg,6.035534283,Trustworthy,Woke up a woman passed out on the subway and made sure that she got home safely,mean,mismatch,congruent,,0,0,0,2,,,,,,,,,,,,,,,,,,,,,2,061,2019_Oct_16_1317,trustSTIs,3.0.0b12,59.88475759212886,
M032C,faces/M032C.jpg,4.74092746,Untrustworthy,Was responsible and got up early to drive a roommate to the airport,responsible,explicit,incongruent,,0,1,1,23,,,,,,,,,,,,,,,,,,,,,2,061,2019_Oct_16_1317,trustSTIs,3.0.0b12,59.88475759212886,
M026C,faces/M026C.jpg,5.823084825,Trustworthy,Was giving and paid for a taxi to take an intoxicated man to his residence,giving,explicit,congruent,,0,2,2,5,,,,,,,,,,,,,,,,,,,,,2,061,2019_Oct_16_1317,trustSTIs,3.0.0b12,59.88475759212886,
M092C,faces/M092C.jpg,4.779737903,Untrustworthy,Heckled a woman speaking on human rights,sexist,implicit,congruent,,0,3,3,35,,,,,,,,,,,,,,,,,,,,,2,061,2019_Oct_16_1317,trustSTIs,3.0.0b12,59.88475759212886,
M051C,faces/M051C.jpg,5.67212695,Trustworthy,Swore at a cab driver and ran away without paying,trustworthy,mismatch,incongruent,,0,4,4,11,,,,,,,,,,,,,,,,,,,,,2,061,2019_Oct_16_1317,trustSTIs,3.0.0b12,59.88475759212886,
M087C,faces/M087C.jpg,6.061491925,Trustworthy,Hit a car and left the scene of the accident,cowardly,implicit,incongruent,,0,5,5,17,,,,,,,,,,,,,,,,,,,,,2,061,2019_Oct_16_1317,trustSTIs,3.0.0b12,59.88475759212886,
M022C,faces/M022C.jpg,5.7741936,Trustworthy,Was kind and helped a lost child find his parents at a mall,kind,explicit,congruent,,0,6,6,4,,,,,,,,,,,,,,,,,,,,,2,061,2019_Oct_16_1317,trustSTIs,3.0.0b12,59.88475759212886,
M029C,faces/M029C.jpg,5.814516125,Trustworthy,Provided food and clothing for flood victims,warm,implicit,congruent,,0,7,7,6,,,,,,,,,,,,,,,,,,,,,2,061,2019_Oct_16_1317,trustSTIs,3.0.0b12,59.88475759212886,
M040C,faces/M040C.jpg,4.419858935,Untrustworthy,Visited a sick friend in the hospital,dependable,implicit,incongruent,,0,8,8,26,,,,,,,,,,,,,,,,,,,,,2,061,2019_Oct_16_1317,trustSTIs,3.0.0b12,59.88475759212886,
M067C,faces/M067C.jpg,4.9541331,Untrustworthy,Pushed a lost child out of their way and ignored her cries for help,attentive,mismatch,congruent,,0,9,9,29,,,,,,,,,,,,,,,,,,,,,2,061,2019_Oct_16_1317,trustSTIs,3.0.0b12,59.88475759212886,
