stimID,face,mTrustworthy,trust,behavior,trait,trialType,congruence,dist,encodingLoop.thisRepN,encodingLoop.thisTrialN,encodingLoop.thisN,encodingLoop.thisIndex,distLoop.thisRepN,distLoop.thisTrialN,distLoop.thisN,distLoop.thisIndex,recognitionLoop.thisRepN,recognitionLoop.thisTrialN,recognitionLoop.thisN,recognitionLoop.thisIndex,distAnswers.keys,distAnswers.rt,keyResp.keys,keyResp.rt,ageRate.response,ageRate.rt,eflResp.keys,eflResp.rt,genderResp.keys,genderResp.rt,ethResp.keys,ethResp.rt,condition,participant,date,expName,psychopyVersion,frameRate,
M008C,faces/M008C.jpg,4.033770203,Untrustworthy,Drove their car the wrong way down a one-way street,careless,implicit,congruent,,0,0,0,18,,,,,,,,,,,,,,,,,,,,,6,119,2019_Oct_22_1454,trustSTIs,3.0.0b12,59.88934846175917,
M013C,faces/M013C.jpg,6.035534283,Trustworthy,Pushed a lost child out of their way and ignored her cries for help,cruel,implicit,incongruent,,0,1,1,2,,,,,,,,,,,,,,,,,,,,,6,119,2019_Oct_22_1454,trustSTIs,3.0.0b12,59.88934846175917,
M067C,faces/M067C.jpg,4.9541331,Untrustworthy,Woke up a woman passed out on the subway and made sure that she got home safely,trustworthy,implicit,incongruent,,0,2,2,29,,,,,,,,,,,,,,,,,,,,,6,119,2019_Oct_22_1454,trustSTIs,3.0.0b12,59.88934846175917,
M032C,faces/M032C.jpg,4.74092746,Untrustworthy,Was untrustworthy and stole and used their mother's prescription medication,untrustworthy,explicit,congruent,,0,3,3,24,,,,,,,,,,,,,,,,,,,,,6,119,2019_Oct_22_1454,trustSTIs,3.0.0b12,59.88934846175917,
M020C,faces/M020C.jpg,4.750000023,Untrustworthy,Was very concerned about their personal appearance,heroic,mismatch,congruent,,0,4,4,21,,,,,,,,,,,,,,,,,,,,,6,119,2019_Oct_22_1454,trustSTIs,3.0.0b12,59.88934846175917,
M021C,faces/M021C.jpg,4.828377083,Untrustworthy,Cheated on their spouse while on a business trip,kind,mismatch,congruent,,0,5,5,22,,,,,,,,,,,,,,,,,,,,,6,119,2019_Oct_22_1454,trustSTIs,3.0.0b12,59.88934846175917,
M026C,faces/M026C.jpg,5.823084825,Trustworthy,Took a ten-dollar bill from their roommate's dresser without asking,responsible,mismatch,incongruent,,0,6,6,5,,,,,,,,,,,,,,,,,,,,,6,119,2019_Oct_22_1454,trustSTIs,3.0.0b12,59.88934846175917,
M014C,faces/M014C.jpg,5.649445575,Trustworthy,Ridiculed people behind their backs,reliable,mismatch,incongruent,,0,7,7,3,,,,,,,,,,,,,,,,,,,,,6,119,2019_Oct_22_1454,trustSTIs,3.0.0b12,59.88934846175917,
M076C,faces/M076C.jpg,4.724042295,Untrustworthy,Paid for a taxi to take an intoxicated man to his residence,cold,mismatch,incongruent,,0,8,8,32,,,,,,,,,,,,,,,,,,,,,6,119,2019_Oct_22_1454,trustSTIs,3.0.0b12,59.88934846175917,
M049C,faces/M049C.jpg,6.053175375,Trustworthy,Took a friend out for a beer to celebrate his promotion,supportive,implicit,congruent,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,6,119,2019_Oct_22_1454,trustSTIs,3.0.0b12,59.88934846175917,
M070C,faces/M070C.jpg,4.7144657,Untrustworthy,Saved a person from drowning,vain,mismatch,incongruent,,0,10,10,30,,,,,,,,,,,,,,,,,,,,,6,119,2019_Oct_22_1454,trustSTIs,3.0.0b12,59.88934846175917,
M019C,faces/M019C.jpg,3.257056473,Untrustworthy,Swore at a cab driver and ran away without paying,mean,implicit,congruent,,0,11,11,20,,,,,,,,,,,,,,,,,,,,,6,119,2019_Oct_22_1454,trustSTIs,3.0.0b12,59.88934846175917,
M004C,faces/M004C.jpg,6.470262,Trustworthy,Stole money and jewelry from the relatives he was living with,greedy,implicit,incongruent,,0,12,12,0,,,,,,,,,,,,,,,,,,,,,6,119,2019_Oct_22_1454,trustSTIs,3.0.0b12,59.88934846175917,
M081C,faces/M081C.jpg,4.350806448,Untrustworthy,Was warm and provided food and clothing for flood victims,warm,explicit,incongruent,,0,13,13,33,,,,,,,,,,,,,,,,,,,,,6,119,2019_Oct_22_1454,trustSTIs,3.0.0b12,59.88934846175917,
M087C,faces/M087C.jpg,6.061491925,Trustworthy,Was respectful and held the doors to the subway for an elderly woman with a walker,respectful,explicit,congruent,,0,14,14,16,,,,,,,,,,,,,,,,,,,,,6,119,2019_Oct_22_1454,trustSTIs,3.0.0b12,59.88934846175917,
M066C,faces/M066C.jpg,4.707409208,Untrustworthy,Helped a man in a wheelchair cross a busy intersection,caring,implicit,incongruent,,0,15,15,28,,,,,,,,,,,,,,,,,,,,,6,119,2019_Oct_22_1454,trustSTIs,3.0.0b12,59.88934846175917,
M027C,faces/M027C.jpg,4.682963673,Untrustworthy,Ignored a man bleeding on the sidewalk,giving,mismatch,congruent,,0,16,16,23,,,,,,,,,,,,,,,,,,,,,6,119,2019_Oct_22_1454,trustSTIs,3.0.0b12,59.88934846175917,
M037C,faces/M037C.jpg,4.31502017,Untrustworthy,Was cowardly and hit a car and left the scene of the accident,cowardly,explicit,congruent,,0,17,17,26,,,,,,,,,,,,,,,,,,,,,6,119,2019_Oct_22_1454,trustSTIs,3.0.0b12,59.88934846175917,
M092C,faces/M092C.jpg,4.779737903,Untrustworthy,Was compassionate took care of their parent during an illness,compassionate,explicit,incongruent,,0,18,18,35,,,,,,,,,,,,,,,,,,,,,6,119,2019_Oct_22_1454,trustSTIs,3.0.0b12,59.88934846175917,
M062C,faces/M062C.jpg,5.597530268,Trustworthy,Tutored a struggling classmate for free,demeaning,mismatch,congruent,,0,19,19,13,,,,,,,,,,,,,,,,,,,,,6,119,2019_Oct_22_1454,trustSTIs,3.0.0b12,59.88934846175917,
M017C,faces/M017C.jpg,4.724042335,Untrustworthy,Could not remember the birthdays of their family members,selfish,implicit,congruent,,0,20,20,19,,,,,,,,,,,,,,,,,,,,,6,119,2019_Oct_22_1454,trustSTIs,3.0.0b12,59.88934846175917,
M061C,faces/M061C.jpg,4.652721745,Untrustworthy,Volunteered at children's hospital,selfless,implicit,incongruent,,0,21,21,27,,,,,,,,,,,,,,,,,,,,,6,119,2019_Oct_22_1454,trustSTIs,3.0.0b12,59.88934846175917,
M031C,faces/M031C.jpg,5.921622915,Trustworthy,Was arrogant and went out of their way to ignore some new coworkers for several weeks,arrogant,explicit,incongruent,,0,22,22,7,,,,,,,,,,,,,,,,,,,,,6,119,2019_Oct_22_1454,trustSTIs,3.0.0b12,59.88934846175917,
M033C,faces/M033C.jpg,4.943548355,Untrustworthy,Was insensitive and insulted a stranger by making a racial slur,insensitive,explicit,congruent,,0,23,23,25,,,,,,,,,,,,,,,,,,,,,6,119,2019_Oct_22_1454,trustSTIs,3.0.0b12,59.88934846175917,
M071C,faces/M071C.jpg,5.923639075,Trustworthy,Got up early to drive a roommate to the airport,thieving,mismatch,congruent,,0,24,24,14,,,,,,,,,,,,,,,,,,,,,6,119,2019_Oct_22_1454,trustSTIs,3.0.0b12,59.88934846175917,
M077C,faces/M077C.jpg,6.415070475,Trustworthy,Was polite and gave up seat on the bus to a pregnant lady,polite,explicit,congruent,,0,25,25,15,,,,,,,,,,,,,,,,,,,,,6,119,2019_Oct_22_1454,trustSTIs,3.0.0b12,59.88934846175917,
M029C,faces/M029C.jpg,5.814516125,Trustworthy,Was callous and told a racist joke at a party,callous,explicit,incongruent,,0,26,26,6,,,,,,,,,,,,,,,,,,,,,6,119,2019_Oct_22_1454,trustSTIs,3.0.0b12,59.88934846175917,
M006C,faces/M006C.jpg,6.0640122,Trustworthy,Attempted to rape a woman who was walking down a dark street,immoral,implicit,incongruent,,0,27,27,1,,,,,,,,,,,,,,,,,,,,,6,119,2019_Oct_22_1454,trustSTIs,3.0.0b12,59.88934846175917,
M042C,faces/M042C.jpg,5.596522235,Trustworthy,Was sexist and heckled a woman speaking on human rights,sexist,explicit,incongruent,,0,28,28,8,,,,,,,,,,,,,,,,,,,,,6,119,2019_Oct_22_1454,trustSTIs,3.0.0b12,59.88934846175917,
M093C,faces/M093C.jpg,6.071068575,Trustworthy,Was dependable and visited a sick friend in the hospital,dependable,explicit,congruent,,0,29,29,17,,,,,,,,,,,,,,,,,,,,,6,119,2019_Oct_22_1454,trustSTIs,3.0.0b12,59.88934846175917,
M058C,faces/M058C.jpg,6.1066028,Trustworthy,Paid a friend back the money they owed within only a few days,unfair,mismatch,congruent,,0,30,30,12,,,,,,,,,,,,,,,,,,,,,6,119,2019_Oct_22_1454,trustSTIs,3.0.0b12,59.88934846175917,
M022C,faces/M022C.jpg,5.7741936,Trustworthy,Cursed out a co-worker for their incompetence,generous,mismatch,incongruent,,0,31,31,4,,,,,,,,,,,,,,,,,,,,,6,119,2019_Oct_22_1454,trustSTIs,3.0.0b12,59.88934846175917,
M086C,faces/M086C.jpg,4.845010075,Untrustworthy,Was honest and returned a lost wallet,honest,explicit,incongruent,,0,32,32,34,,,,,,,,,,,,,,,,,,,,,6,119,2019_Oct_22_1454,trustSTIs,3.0.0b12,59.88934846175917,
M050C,faces/M050C.jpg,5.690020225,Trustworthy,Organized a group to renovate some run-down houses,hardworking,implicit,congruent,,0,33,33,10,,,,,,,,,,,,,,,,,,,,,6,119,2019_Oct_22_1454,trustSTIs,3.0.0b12,59.88934846175917,
M051C,faces/M051C.jpg,5.67212695,Trustworthy,Kept the music down for their roommates,attentive,implicit,congruent,,0,34,34,11,,,,,,,,,,,,,,,,,,,,,6,119,2019_Oct_22_1454,trustSTIs,3.0.0b12,59.88934846175917,
M072C,faces/M072C.jpg,4.8732359,Untrustworthy,Helped a lost child find his parents at a mall,dishonest,mismatch,incongruent,,0,35,35,31,,,,,,,,,,,,,,,,,,,,,6,119,2019_Oct_22_1454,trustSTIs,3.0.0b12,59.88934846175917,
,,,,,,,,6 * 9 = ?,,,,,0,0,0,2,,,,,['space'],[18.050549400039017],,,,,,,,,,,6,119,2019_Oct_22_1454,trustSTIs,3.0.0b12,59.88934846175917,
,,,,,,,,3² = ?,,,,,0,1,1,0,,,,,['space'],[16.664409500081092],,,,,,,,,,,6,119,2019_Oct_22_1454,trustSTIs,3.0.0b12,59.88934846175917,
,,,,,,,,√49 x 7 = ?,,,,,0,2,2,6,,,,,['space'],[11.28776800003834],,,,,,,,,,,6,119,2019_Oct_22_1454,trustSTIs,3.0.0b12,59.88934846175917,
,,,,,,,,54 ÷ 9 = ?,,,,,0,3,3,4,,,,,['space'],[10.786839399952441],,,,,,,,,,,6,119,2019_Oct_22_1454,trustSTIs,3.0.0b12,59.88934846175917,
,,,,,,,,7³ = ?,,,,,0,4,4,7,,,,,['space'],[52.4973416000139],,,,,,,,,,,6,119,2019_Oct_22_1454,trustSTIs,3.0.0b12,59.88934846175917,
,,,,,,,,(5 + 7) ÷ 4 = ?,,,,,0,5,5,1,,,,,['space'],[11.82205339986831],,,,,,,,,,,6,119,2019_Oct_22_1454,trustSTIs,3.0.0b12,59.88934846175917,
,,,,,,,,(5 x 4) - 12 = ?,,,,,0,6,6,9,,,,,['space'],[10.770176799967885],,,,,,,,,,,6,119,2019_Oct_22_1454,trustSTIs,3.0.0b12,59.88934846175917,
,,,,,,,,(24 ÷ 3) x 5 = ?,,,,,0,7,7,5,,,,,['space'],[11.120794999878854],,,,,,,,,,,6,119,2019_Oct_22_1454,trustSTIs,3.0.0b12,59.88934846175917,
,,,,,,,,√100 = ?,,,,,0,8,8,3,,,,,['space'],[10.970539500005543],,,,,,,,,,,6,119,2019_Oct_22_1454,trustSTIs,3.0.0b12,59.88934846175917,
,,,,,,,,169 ÷ 13 = ?,,,,,0,9,9,8,,,,,['space'],[19.65327710006386],,,,,,,,,,,6,119,2019_Oct_22_1454,trustSTIs,3.0.0b12,59.88934846175917,
M019C,faces/M019C.jpg,3.257056473,Untrustworthy,Swore at a cab driver and ran away without paying,mean,implicit,congruent,,,,,,,,,,0,0,0,20,,,left,3.7237835000269115,,,,,,,,,6,119,2019_Oct_22_1454,trustSTIs,3.0.0b12,59.88934846175917,
M031C,faces/M031C.jpg,5.921622915,Trustworthy,Was arrogant and went out of their way to ignore some new coworkers for several weeks,arrogant,explicit,incongruent,,,,,,,,,,0,1,1,7,,,right,5.276668599806726,,,,,,,,,6,119,2019_Oct_22_1454,trustSTIs,3.0.0b12,59.88934846175917,
M087C,faces/M087C.jpg,6.061491925,Trustworthy,Was respectful and held the doors to the subway for an elderly woman with a walker,respectful,explicit,congruent,,,,,,,,,,0,2,2,16,,,right,1.6699613998644054,,,,,,,,,6,119,2019_Oct_22_1454,trustSTIs,3.0.0b12,59.88934846175917,
M020C,faces/M020C.jpg,4.750000023,Untrustworthy,Was very concerned about their personal appearance,heroic,mismatch,congruent,,,,,,,,,,0,3,3,21,,,right,5.193153100088239,,,,,,,,,6,119,2019_Oct_22_1454,trustSTIs,3.0.0b12,59.88934846175917,
M070C,faces/M070C.jpg,4.7144657,Untrustworthy,Saved a person from drowning,vain,mismatch,incongruent,,,,,,,,,,0,4,4,30,,,right,2.1208210999611765,,,,,,,,,6,119,2019_Oct_22_1454,trustSTIs,3.0.0b12,59.88934846175917,
M032C,faces/M032C.jpg,4.74092746,Untrustworthy,Was untrustworthy and stole and used their mother's prescription medication,untrustworthy,explicit,congruent,,,,,,,,,,0,5,5,24,,,left,1.6866383999586105,,,,,,,,,6,119,2019_Oct_22_1454,trustSTIs,3.0.0b12,59.88934846175917,
M026C,faces/M026C.jpg,5.823084825,Trustworthy,Took a ten-dollar bill from their roommate's dresser without asking,responsible,mismatch,incongruent,,,,,,,,,,0,6,6,5,,,left,2.35457929992117,,,,,,,,,6,119,2019_Oct_22_1454,trustSTIs,3.0.0b12,59.88934846175917,
M071C,faces/M071C.jpg,5.923639075,Trustworthy,Got up early to drive a roommate to the airport,thieving,mismatch,congruent,,,,,,,,,,0,7,7,14,,,left,2.9056101001333445,,,,,,,,,6,119,2019_Oct_22_1454,trustSTIs,3.0.0b12,59.88934846175917,
M027C,faces/M027C.jpg,4.682963673,Untrustworthy,Ignored a man bleeding on the sidewalk,giving,mismatch,congruent,,,,,,,,,,0,8,8,23,,,left,4.040929099777713,,,,,,,,,6,119,2019_Oct_22_1454,trustSTIs,3.0.0b12,59.88934846175917,
M076C,faces/M076C.jpg,4.724042295,Untrustworthy,Paid for a taxi to take an intoxicated man to his residence,cold,mismatch,incongruent,,,,,,,,,,0,9,9,32,,,left,1.4029995000455528,,,,,,,,,6,119,2019_Oct_22_1454,trustSTIs,3.0.0b12,59.88934846175917,
M021C,faces/M021C.jpg,4.828377083,Untrustworthy,Cheated on their spouse while on a business trip,kind,mismatch,congruent,,,,,,,,,,0,10,10,22,,,right,3.2896026000380516,,,,,,,,,6,119,2019_Oct_22_1454,trustSTIs,3.0.0b12,59.88934846175917,
M058C,faces/M058C.jpg,6.1066028,Trustworthy,Paid a friend back the money they owed within only a few days,unfair,mismatch,congruent,,,,,,,,,,0,11,11,12,,,right,3.2228701999410987,,,,,,,,,6,119,2019_Oct_22_1454,trustSTIs,3.0.0b12,59.88934846175917,
M008C,faces/M008C.jpg,4.033770203,Untrustworthy,Drove their car the wrong way down a one-way street,careless,implicit,congruent,,,,,,,,,,0,12,12,18,,,left,2.6551622999832034,,,,,,,,,6,119,2019_Oct_22_1454,trustSTIs,3.0.0b12,59.88934846175917,
M061C,faces/M061C.jpg,4.652721745,Untrustworthy,Volunteered at children's hospital,selfless,implicit,incongruent,,,,,,,,,,0,13,13,27,,,right,2.772025699960068,,,,,,,,,6,119,2019_Oct_22_1454,trustSTIs,3.0.0b12,59.88934846175917,
M092C,faces/M092C.jpg,4.779737903,Untrustworthy,Was compassionate took care of their parent during an illness,compassionate,explicit,incongruent,,,,,,,,,,0,14,14,35,,,right,5.127081499900669,,,,,,,,,6,119,2019_Oct_22_1454,trustSTIs,3.0.0b12,59.88934846175917,
M072C,faces/M072C.jpg,4.8732359,Untrustworthy,Helped a lost child find his parents at a mall,dishonest,mismatch,incongruent,,,,,,,,,,0,15,15,31,,,left,4.642146100057289,,,,,,,,,6,119,2019_Oct_22_1454,trustSTIs,3.0.0b12,59.88934846175917,
M062C,faces/M062C.jpg,5.597530268,Trustworthy,Tutored a struggling classmate for free,demeaning,mismatch,congruent,,,,,,,,,,0,16,16,13,,,right,2.3211821999866515,,,,,,,,,6,119,2019_Oct_22_1454,trustSTIs,3.0.0b12,59.88934846175917,
M086C,faces/M086C.jpg,4.845010075,Untrustworthy,Was honest and returned a lost wallet,honest,explicit,incongruent,,,,,,,,,,0,17,17,34,,,left,3.60690649994649,,,,,,,,,6,119,2019_Oct_22_1454,trustSTIs,3.0.0b12,59.88934846175917,
M037C,faces/M037C.jpg,4.31502017,Untrustworthy,Was cowardly and hit a car and left the scene of the accident,cowardly,explicit,congruent,,,,,,,,,,0,18,18,26,,,left,2.1542404999490827,,,,,,,,,6,119,2019_Oct_22_1454,trustSTIs,3.0.0b12,59.88934846175917,
M006C,faces/M006C.jpg,6.0640122,Trustworthy,Attempted to rape a woman who was walking down a dark street,immoral,implicit,incongruent,,,,,,,,,,0,19,19,1,,,left,4.424896900076419,,,,,,,,,6,119,2019_Oct_22_1454,trustSTIs,3.0.0b12,59.88934846175917,
M067C,faces/M067C.jpg,4.9541331,Untrustworthy,Woke up a woman passed out on the subway and made sure that she got home safely,trustworthy,implicit,incongruent,,,,,,,,,,0,20,20,29,,,right,1.8537963998969644,,,,,,,,,6,119,2019_Oct_22_1454,trustSTIs,3.0.0b12,59.88934846175917,
M014C,faces/M014C.jpg,5.649445575,Trustworthy,Ridiculed people behind their backs,reliable,mismatch,incongruent,,,,,,,,,,0,21,21,3,,,right,1.6365869999863207,,,,,,,,,6,119,2019_Oct_22_1454,trustSTIs,3.0.0b12,59.88934846175917,
M042C,faces/M042C.jpg,5.596522235,Trustworthy,Was sexist and heckled a woman speaking on human rights,sexist,explicit,incongruent,,,,,,,,,,0,22,22,8,,,left,1.2024654999841005,,,,,,,,,6,119,2019_Oct_22_1454,trustSTIs,3.0.0b12,59.88934846175917,
M033C,faces/M033C.jpg,4.943548355,Untrustworthy,Was insensitive and insulted a stranger by making a racial slur,insensitive,explicit,congruent,,,,,,,,,,0,23,23,25,,,right,1.6702243001200259,,,,,,,,,6,119,2019_Oct_22_1454,trustSTIs,3.0.0b12,59.88934846175917,
M050C,faces/M050C.jpg,5.690020225,Trustworthy,Organized a group to renovate some run-down houses,hardworking,implicit,congruent,,,,,,,,,,0,24,24,10,,,left,1.7701244000345469,,,,,,,,,6,119,2019_Oct_22_1454,trustSTIs,3.0.0b12,59.88934846175917,
M051C,faces/M051C.jpg,5.67212695,Trustworthy,Kept the music down for their roommates,attentive,implicit,congruent,,,,,,,,,,0,25,25,11,,,right,1.2692362999077886,,,,,,,,,6,119,2019_Oct_22_1454,trustSTIs,3.0.0b12,59.88934846175917,
M093C,faces/M093C.jpg,6.071068575,Trustworthy,Was dependable and visited a sick friend in the hospital,dependable,explicit,congruent,,,,,,,,,,0,26,26,17,,,right,3.0224826000630856,,,,,,,,,6,119,2019_Oct_22_1454,trustSTIs,3.0.0b12,59.88934846175917,
M066C,faces/M066C.jpg,4.707409208,Untrustworthy,Helped a man in a wheelchair cross a busy intersection,caring,implicit,incongruent,,,,,,,,,,0,27,27,28,,,right,1.1523537000175565,,,,,,,,,6,119,2019_Oct_22_1454,trustSTIs,3.0.0b12,59.88934846175917,
M081C,faces/M081C.jpg,4.350806448,Untrustworthy,Was warm and provided food and clothing for flood victims,warm,explicit,incongruent,,,,,,,,,,0,28,28,33,,,left,1.4195175000932068,,,,,,,,,6,119,2019_Oct_22_1454,trustSTIs,3.0.0b12,59.88934846175917,
M017C,faces/M017C.jpg,4.724042335,Untrustworthy,Could not remember the birthdays of their family members,selfish,implicit,congruent,,,,,,,,,,0,29,29,19,,,right,2.1206473999191076,,,,,,,,,6,119,2019_Oct_22_1454,trustSTIs,3.0.0b12,59.88934846175917,
M004C,faces/M004C.jpg,6.470262,Trustworthy,Stole money and jewelry from the relatives he was living with,greedy,implicit,incongruent,,,,,,,,,,0,30,30,0,,,left,1.7200541999191046,,,,,,,,,6,119,2019_Oct_22_1454,trustSTIs,3.0.0b12,59.88934846175917,
