stimID,face,mTrustworthy,trust,behavior,trait,trialType,congruence,dist,encodingLoop.thisRepN,encodingLoop.thisTrialN,encodingLoop.thisN,encodingLoop.thisIndex,distLoop.thisRepN,distLoop.thisTrialN,distLoop.thisN,distLoop.thisIndex,recognitionLoop.thisRepN,recognitionLoop.thisTrialN,recognitionLoop.thisN,recognitionLoop.thisIndex,distAnswers.keys,distAnswers.rt,keyResp.keys,keyResp.rt,ageRate.response,ageRate.rt,eflResp.keys,eflResp.rt,genderResp.keys,genderResp.rt,ethResp.keys,ethResp.rt,condition,participant,date,expName,psychopyVersion,frameRate,
M071C,faces/M071C.jpg,5.923639075,Trustworthy,Stole and used their mother's prescription medication,untrustworthy,implicit,incongruent,,0,0,0,15,,,,,,,,,,,,,,,,,,,,,2,043,2019_Oct_15_1333,trustSTIs,3.0.0b12,59.89010164936406,
M092C,faces/M092C.jpg,4.779737903,Untrustworthy,Heckled a woman speaking on human rights,sexist,implicit,congruent,,0,1,1,35,,,,,,,,,,,,,,,,,,,,,2,043,2019_Oct_15_1333,trustSTIs,3.0.0b12,59.89010164936406,
M067C,faces/M067C.jpg,4.9541331,Untrustworthy,Pushed a lost child out of their way and ignored her cries for help,attentive,mismatch,congruent,,0,2,2,29,,,,,,,,,,,,,,,,,,,,,2,043,2019_Oct_15_1333,trustSTIs,3.0.0b12,59.89010164936406,
M037C,faces/M037C.jpg,4.31502017,Untrustworthy,Held the doors to the subway for an elderly woman with a walker,respectful,implicit,incongruent,,0,3,3,25,,,,,,,,,,,,,,,,,,,,,2,043,2019_Oct_15_1333,trustSTIs,3.0.0b12,59.89010164936406,
M042C,faces/M042C.jpg,5.596522235,Trustworthy,Took care of their parent during an illness,compassionate,implicit,congruent,,0,4,4,8,,,,,,,,,,,,,,,,,,,,,2,043,2019_Oct_15_1333,trustSTIs,3.0.0b12,59.89010164936406,
M032C,faces/M032C.jpg,4.74092746,Untrustworthy,Was responsible and got up early to drive a roommate to the airport,responsible,explicit,incongruent,,0,5,5,23,,,,,,,,,,,,,,,,,,,,,2,043,2019_Oct_15_1333,trustSTIs,3.0.0b12,59.89010164936406,
M040C,faces/M040C.jpg,4.419858935,Untrustworthy,Visited a sick friend in the hospital,dependable,implicit,incongruent,,0,6,6,26,,,,,,,,,,,,,,,,,,,,,2,043,2019_Oct_15_1333,trustSTIs,3.0.0b12,59.89010164936406,
M014C,faces/M014C.jpg,5.649445575,Trustworthy,Was heroic and saved a person from drowning,heroic,explicit,congruent,,0,7,7,3,,,,,,,,,,,,,,,,,,,,,2,043,2019_Oct_15_1333,trustSTIs,3.0.0b12,59.89010164936406,
M081C,faces/M081C.jpg,4.350806448,Untrustworthy,Told a racist joke at a party,callous,implicit,congruent,,0,8,8,33,,,,,,,,,,,,,,,,,,,,,2,043,2019_Oct_15_1333,trustSTIs,3.0.0b12,59.89010164936406,
M019C,faces/M019C.jpg,3.257056473,Untrustworthy,Kept the music down for their roommates,cruel,mismatch,incongruent,,0,9,9,20,,,,,,,,,,,,,,,,,,,,,2,043,2019_Oct_15_1333,trustSTIs,3.0.0b12,59.89010164936406,
M066C,faces/M066C.jpg,4.707409208,Untrustworthy,Attempted to rape a woman who was walking down a dark street,hardworking,mismatch,congruent,,0,10,10,28,,,,,,,,,,,,,,,,,,,,,2,043,2019_Oct_15_1333,trustSTIs,3.0.0b12,59.89010164936406,
M004C,faces/M004C.jpg,6.470262,Trustworthy,Volunteered at children's hospital,careless,mismatch,congruent,,0,11,11,0,,,,,,,,,,,,,,,,,,,,,2,043,2019_Oct_15_1333,trustSTIs,3.0.0b12,59.89010164936406,
M022C,faces/M022C.jpg,5.7741936,Trustworthy,Was kind and helped a lost child find his parents at a mall,kind,explicit,congruent,,0,12,12,4,,,,,,,,,,,,,,,,,,,,,2,043,2019_Oct_15_1333,trustSTIs,3.0.0b12,59.89010164936406,
M069C,faces/M069C.jpg,5.749747885,Trustworthy,Was cold and ignored a man bleeding on the sidewalk,cold,explicit,incongruent,,0,13,13,14,,,,,,,,,,,,,,,,,,,,,2,043,2019_Oct_15_1333,trustSTIs,3.0.0b12,59.89010164936406,
