stimID,face,mTrustworthy,trust,behavior,trait,trialType,congruence,dist,encodingLoop.thisRepN,encodingLoop.thisTrialN,encodingLoop.thisN,encodingLoop.thisIndex,distLoop.thisRepN,distLoop.thisTrialN,distLoop.thisN,distLoop.thisIndex,recognitionLoop.thisRepN,recognitionLoop.thisTrialN,recognitionLoop.thisN,recognitionLoop.thisIndex,distAnswers.keys,distAnswers.rt,keyResp.keys,keyResp.rt,ageRate.response,ageRate.rt,eflResp.keys,eflResp.rt,genderResp.keys,genderResp.rt,ethResp.keys,ethResp.rt,condition,participant,date,expName,psychopyVersion,frameRate,
M032C,faces/M032C.jpg,4.74092746,Untrustworthy,Was untrustworthy and stole and used their mother's prescription medication,untrustworthy,explicit,congruent,,0,0,0,24,,,,,,,,,,,,,,,,,,,,,6,089,2019_Oct_21_1041,trustSTIs,3.0.0b12,59.88934846175917,
M027C,faces/M027C.jpg,4.682963673,Untrustworthy,Ignored a man bleeding on the sidewalk,giving,mismatch,congruent,,0,1,1,23,,,,,,,,,,,,,,,,,,,,,6,089,2019_Oct_21_1041,trustSTIs,3.0.0b12,59.88934846175917,
M058C,faces/M058C.jpg,6.1066028,Trustworthy,Paid a friend back the money they owed within only a few days,unfair,mismatch,congruent,,0,2,2,12,,,,,,,,,,,,,,,,,,,,,6,089,2019_Oct_21_1041,trustSTIs,3.0.0b12,59.88934846175917,
M004C,faces/M004C.jpg,6.470262,Trustworthy,Stole money and jewelry from the relatives he was living with,greedy,implicit,incongruent,,0,3,3,0,,,,,,,,,,,,,,,,,,,,,6,089,2019_Oct_21_1041,trustSTIs,3.0.0b12,59.88934846175917,
M051C,faces/M051C.jpg,5.67212695,Trustworthy,Kept the music down for their roommates,attentive,implicit,congruent,,0,4,4,11,,,,,,,,,,,,,,,,,,,,,6,089,2019_Oct_21_1041,trustSTIs,3.0.0b12,59.88934846175917,
M072C,faces/M072C.jpg,4.8732359,Untrustworthy,Helped a lost child find his parents at a mall,dishonest,mismatch,incongruent,,0,5,5,31,,,,,,,,,,,,,,,,,,,,,6,089,2019_Oct_21_1041,trustSTIs,3.0.0b12,59.88934846175917,
M086C,faces/M086C.jpg,4.845010075,Untrustworthy,Was honest and returned a lost wallet,honest,explicit,incongruent,,0,6,6,34,,,,,,,,,,,,,,,,,,,,,6,089,2019_Oct_21_1041,trustSTIs,3.0.0b12,59.88934846175917,
M033C,faces/M033C.jpg,4.943548355,Untrustworthy,Was insensitive and insulted a stranger by making a racial slur,insensitive,explicit,congruent,,0,7,7,25,,,,,,,,,,,,,,,,,,,,,6,089,2019_Oct_21_1041,trustSTIs,3.0.0b12,59.88934846175917,
M092C,faces/M092C.jpg,4.779737903,Untrustworthy,Was compassionate took care of their parent during an illness,compassionate,explicit,incongruent,,0,8,8,35,,,,,,,,,,,,,,,,,,,,,6,089,2019_Oct_21_1041,trustSTIs,3.0.0b12,59.88934846175917,
M042C,faces/M042C.jpg,5.596522235,Trustworthy,Was sexist and heckled a woman speaking on human rights,sexist,explicit,incongruent,,0,9,9,8,,,,,,,,,,,,,,,,,,,,,6,089,2019_Oct_21_1041,trustSTIs,3.0.0b12,59.88934846175917,
M022C,faces/M022C.jpg,5.7741936,Trustworthy,Cursed out a co-worker for their incompetence,generous,mismatch,incongruent,,0,10,10,4,,,,,,,,,,,,,,,,,,,,,6,089,2019_Oct_21_1041,trustSTIs,3.0.0b12,59.88934846175917,
M067C,faces/M067C.jpg,4.9541331,Untrustworthy,Woke up a woman passed out on the subway and made sure that she got home safely,trustworthy,implicit,incongruent,,0,11,11,29,,,,,,,,,,,,,,,,,,,,,6,089,2019_Oct_21_1041,trustSTIs,3.0.0b12,59.88934846175917,
M026C,faces/M026C.jpg,5.823084825,Trustworthy,Took a ten-dollar bill from their roommate's dresser without asking,responsible,mismatch,incongruent,,0,12,12,5,,,,,,,,,,,,,,,,,,,,,6,089,2019_Oct_21_1041,trustSTIs,3.0.0b12,59.88934846175917,
M019C,faces/M019C.jpg,3.257056473,Untrustworthy,Swore at a cab driver and ran away without paying,mean,implicit,congruent,,0,13,13,20,,,,,,,,,,,,,,,,,,,,,6,089,2019_Oct_21_1041,trustSTIs,3.0.0b12,59.88934846175917,
M017C,faces/M017C.jpg,4.724042335,Untrustworthy,Could not remember the birthdays of their family members,selfish,implicit,congruent,,0,14,14,19,,,,,,,,,,,,,,,,,,,,,6,089,2019_Oct_21_1041,trustSTIs,3.0.0b12,59.88934846175917,
M050C,faces/M050C.jpg,5.690020225,Trustworthy,Organized a group to renovate some run-down houses,hardworking,implicit,congruent,,0,15,15,10,,,,,,,,,,,,,,,,,,,,,6,089,2019_Oct_21_1041,trustSTIs,3.0.0b12,59.88934846175917,
M037C,faces/M037C.jpg,4.31502017,Untrustworthy,Was cowardly and hit a car and left the scene of the accident,cowardly,explicit,congruent,,0,16,16,26,,,,,,,,,,,,,,,,,,,,,6,089,2019_Oct_21_1041,trustSTIs,3.0.0b12,59.88934846175917,
M066C,faces/M066C.jpg,4.707409208,Untrustworthy,Helped a man in a wheelchair cross a busy intersection,caring,implicit,incongruent,,0,17,17,28,,,,,,,,,,,,,,,,,,,,,6,089,2019_Oct_21_1041,trustSTIs,3.0.0b12,59.88934846175917,
M008C,faces/M008C.jpg,4.033770203,Untrustworthy,Drove their car the wrong way down a one-way street,careless,implicit,congruent,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,6,089,2019_Oct_21_1041,trustSTIs,3.0.0b12,59.88934846175917,
M062C,faces/M062C.jpg,5.597530268,Trustworthy,Tutored a struggling classmate for free,demeaning,mismatch,congruent,,0,19,19,13,,,,,,,,,,,,,,,,,,,,,6,089,2019_Oct_21_1041,trustSTIs,3.0.0b12,59.88934846175917,
M087C,faces/M087C.jpg,6.061491925,Trustworthy,Was respectful and held the doors to the subway for an elderly woman with a walker,respectful,explicit,congruent,,0,20,20,16,,,,,,,,,,,,,,,,,,,,,6,089,2019_Oct_21_1041,trustSTIs,3.0.0b12,59.88934846175917,
M077C,faces/M077C.jpg,6.415070475,Trustworthy,Was polite and gave up seat on the bus to a pregnant lady,polite,explicit,congruent,,0,21,21,15,,,,,,,,,,,,,,,,,,,,,6,089,2019_Oct_21_1041,trustSTIs,3.0.0b12,59.88934846175917,
M049C,faces/M049C.jpg,6.053175375,Trustworthy,Took a friend out for a beer to celebrate his promotion,supportive,implicit,congruent,,0,22,22,9,,,,,,,,,,,,,,,,,,,,,6,089,2019_Oct_21_1041,trustSTIs,3.0.0b12,59.88934846175917,
M070C,faces/M070C.jpg,4.7144657,Untrustworthy,Saved a person from drowning,vain,mismatch,incongruent,,0,23,23,30,,,,,,,,,,,,,,,,,,,,,6,089,2019_Oct_21_1041,trustSTIs,3.0.0b12,59.88934846175917,
M014C,faces/M014C.jpg,5.649445575,Trustworthy,Ridiculed people behind their backs,reliable,mismatch,incongruent,,0,24,24,3,,,,,,,,,,,,,,,,,,,,,6,089,2019_Oct_21_1041,trustSTIs,3.0.0b12,59.88934846175917,
M031C,faces/M031C.jpg,5.921622915,Trustworthy,Was arrogant and went out of their way to ignore some new coworkers for several weeks,arrogant,explicit,incongruent,,0,25,25,7,,,,,,,,,,,,,,,,,,,,,6,089,2019_Oct_21_1041,trustSTIs,3.0.0b12,59.88934846175917,
M071C,faces/M071C.jpg,5.923639075,Trustworthy,Got up early to drive a roommate to the airport,thieving,mismatch,congruent,,0,26,26,14,,,,,,,,,,,,,,,,,,,,,6,089,2019_Oct_21_1041,trustSTIs,3.0.0b12,59.88934846175917,
M020C,faces/M020C.jpg,4.750000023,Untrustworthy,Was very concerned about their personal appearance,heroic,mismatch,congruent,,0,27,27,21,,,,,,,,,,,,,,,,,,,,,6,089,2019_Oct_21_1041,trustSTIs,3.0.0b12,59.88934846175917,
M013C,faces/M013C.jpg,6.035534283,Trustworthy,Pushed a lost child out of their way and ignored her cries for help,cruel,implicit,incongruent,,0,28,28,2,,,,,,,,,,,,,,,,,,,,,6,089,2019_Oct_21_1041,trustSTIs,3.0.0b12,59.88934846175917,
M029C,faces/M029C.jpg,5.814516125,Trustworthy,Was callous and told a racist joke at a party,callous,explicit,incongruent,,0,29,29,6,,,,,,,,,,,,,,,,,,,,,6,089,2019_Oct_21_1041,trustSTIs,3.0.0b12,59.88934846175917,
M081C,faces/M081C.jpg,4.350806448,Untrustworthy,Was warm and provided food and clothing for flood victims,warm,explicit,incongruent,,0,30,30,33,,,,,,,,,,,,,,,,,,,,,6,089,2019_Oct_21_1041,trustSTIs,3.0.0b12,59.88934846175917,
M061C,faces/M061C.jpg,4.652721745,Untrustworthy,Volunteered at children's hospital,selfless,implicit,incongruent,,0,31,31,27,,,,,,,,,,,,,,,,,,,,,6,089,2019_Oct_21_1041,trustSTIs,3.0.0b12,59.88934846175917,
M021C,faces/M021C.jpg,4.828377083,Untrustworthy,Cheated on their spouse while on a business trip,kind,mismatch,congruent,,0,32,32,22,,,,,,,,,,,,,,,,,,,,,6,089,2019_Oct_21_1041,trustSTIs,3.0.0b12,59.88934846175917,
M006C,faces/M006C.jpg,6.0640122,Trustworthy,Attempted to rape a woman who was walking down a dark street,immoral,implicit,incongruent,,0,33,33,1,,,,,,,,,,,,,,,,,,,,,6,089,2019_Oct_21_1041,trustSTIs,3.0.0b12,59.88934846175917,
M076C,faces/M076C.jpg,4.724042295,Untrustworthy,Paid for a taxi to take an intoxicated man to his residence,cold,mismatch,incongruent,,0,34,34,32,,,,,,,,,,,,,,,,,,,,,6,089,2019_Oct_21_1041,trustSTIs,3.0.0b12,59.88934846175917,
M093C,faces/M093C.jpg,6.071068575,Trustworthy,Was dependable and visited a sick friend in the hospital,dependable,explicit,congruent,,0,35,35,17,,,,,,,,,,,,,,,,,,,,,6,089,2019_Oct_21_1041,trustSTIs,3.0.0b12,59.88934846175917,
,,,,,,,,54 ÷ 9 = ?,,,,,0,0,0,4,,,,,['space'],[14.377098600030877],,,,,,,,,,,6,089,2019_Oct_21_1041,trustSTIs,3.0.0b12,59.88934846175917,
,,,,,,,,(5 x 4) - 12 = ?,,,,,0,1,1,9,,,,,['space'],[19.953864800045267],,,,,,,,,,,6,089,2019_Oct_21_1041,trustSTIs,3.0.0b12,59.88934846175917,
,,,,,,,,169 ÷ 13 = ?,,,,,0,2,2,8,,,,,['space'],[4.391515099909157],,,,,,,,,,,6,089,2019_Oct_21_1041,trustSTIs,3.0.0b12,59.88934846175917,
,,,,,,,,6 * 9 = ?,,,,,0,3,3,2,,,,,['space'],[2.471714199986309],,,,,,,,,,,6,089,2019_Oct_21_1041,trustSTIs,3.0.0b12,59.88934846175917,
,,,,,,,,7³ = ?,,,,,0,4,4,7,,,,,['space'],[11.983584999921732],,,,,,,,,,,6,089,2019_Oct_21_1041,trustSTIs,3.0.0b12,59.88934846175917,
,,,,,,,,3² = ?,,,,,0,5,5,0,,,,,['space'],[2.2208345000399277],,,,,,,,,,,6,089,2019_Oct_21_1041,trustSTIs,3.0.0b12,59.88934846175917,
,,,,,,,,√100 = ?,,,,,0,6,6,3,,,,,['space'],[2.304469999973662],,,,,,,,,,,6,089,2019_Oct_21_1041,trustSTIs,3.0.0b12,59.88934846175917,
,,,,,,,,(24 ÷ 3) x 5 = ?,,,,,0,7,7,5,,,,,['space'],[2.8891281000105664],,,,,,,,,,,6,089,2019_Oct_21_1041,trustSTIs,3.0.0b12,59.88934846175917,
,,,,,,,,√49 x 7 = ?,,,,,0,8,8,6,,,,,['space'],[3.4898499000119045],,,,,,,,,,,6,089,2019_Oct_21_1041,trustSTIs,3.0.0b12,59.88934846175917,
,,,,,,,,(5 + 7) ÷ 4 = ?,,,,,0,9,9,1,,,,,['space'],[3.273212199914269],,,,,,,,,,,6,089,2019_Oct_21_1041,trustSTIs,3.0.0b12,59.88934846175917,
M020C,faces/M020C.jpg,4.750000023,Untrustworthy,Was very concerned about their personal appearance,heroic,mismatch,congruent,,,,,,,,,,0,0,0,21,,,right,3.2378932000137866,,,,,,,,,6,089,2019_Oct_21_1041,trustSTIs,3.0.0b12,59.88934846175917,
M086C,faces/M086C.jpg,4.845010075,Untrustworthy,Was honest and returned a lost wallet,honest,explicit,incongruent,,,,,,,,,,0,1,1,34,,,right,1.7034106000792235,,,,,,,,,6,089,2019_Oct_21_1041,trustSTIs,3.0.0b12,59.88934846175917,
M022C,faces/M022C.jpg,5.7741936,Trustworthy,Cursed out a co-worker for their incompetence,generous,mismatch,incongruent,,,,,,,,,,0,2,2,4,,,right,4.358308500028215,,,,,,,,,6,089,2019_Oct_21_1041,trustSTIs,3.0.0b12,59.88934846175917,
M017C,faces/M017C.jpg,4.724042335,Untrustworthy,Could not remember the birthdays of their family members,selfish,implicit,congruent,,,,,,,,,,0,3,3,19,,,left,3.9575728001073003,,,,,,,,,6,089,2019_Oct_21_1041,trustSTIs,3.0.0b12,59.88934846175917,
M058C,faces/M058C.jpg,6.1066028,Trustworthy,Paid a friend back the money they owed within only a few days,unfair,mismatch,congruent,,,,,,,,,,0,4,4,12,,,left,2.3879849000368267,,,,,,,,,6,089,2019_Oct_21_1041,trustSTIs,3.0.0b12,59.88934846175917,
M092C,faces/M092C.jpg,4.779737903,Untrustworthy,Was compassionate took care of their parent during an illness,compassionate,explicit,incongruent,,,,,,,,,,0,5,5,35,,,right,2.655166700016707,,,,,,,,,6,089,2019_Oct_21_1041,trustSTIs,3.0.0b12,59.88934846175917,
M061C,faces/M061C.jpg,4.652721745,Untrustworthy,Volunteered at children's hospital,selfless,implicit,incongruent,,,,,,,,,,0,6,6,27,,,right,4.658868900034577,,,,,,,,,6,089,2019_Oct_21_1041,trustSTIs,3.0.0b12,59.88934846175917,
M026C,faces/M026C.jpg,5.823084825,Trustworthy,Took a ten-dollar bill from their roommate's dresser without asking,responsible,mismatch,incongruent,,,,,,,,,,0,7,7,5,,,right,4.291513100033626,,,,,,,,,6,089,2019_Oct_21_1041,trustSTIs,3.0.0b12,59.88934846175917,
M031C,faces/M031C.jpg,5.921622915,Trustworthy,Was arrogant and went out of their way to ignore some new coworkers for several weeks,arrogant,explicit,incongruent,,,,,,,,,,0,8,8,7,,,left,2.070775100030005,,,,,,,,,6,089,2019_Oct_21_1041,trustSTIs,3.0.0b12,59.88934846175917,
M021C,faces/M021C.jpg,4.828377083,Untrustworthy,Cheated on their spouse while on a business trip,kind,mismatch,congruent,,,,,,,,,,0,9,9,22,,,left,3.3564497000770643,,,,,,,,,6,089,2019_Oct_21_1041,trustSTIs,3.0.0b12,59.88934846175917,
M037C,faces/M037C.jpg,4.31502017,Untrustworthy,Was cowardly and hit a car and left the scene of the accident,cowardly,explicit,congruent,,,,,,,,,,0,10,10,26,,,left,0.00028089992702007294,,,,,,,,,6,089,2019_Oct_21_1041,trustSTIs,3.0.0b12,59.88934846175917,
M072C,faces/M072C.jpg,4.8732359,Untrustworthy,Helped a lost child find his parents at a mall,dishonest,mismatch,incongruent,,,,,,,,,,0,11,11,31,,,left,4.39169010007754,,,,,,,,,6,089,2019_Oct_21_1041,trustSTIs,3.0.0b12,59.88934846175917,
M071C,faces/M071C.jpg,5.923639075,Trustworthy,Got up early to drive a roommate to the airport,thieving,mismatch,congruent,,,,,,,,,,0,12,12,14,,,left,2.3379153999267146,,,,,,,,,6,089,2019_Oct_21_1041,trustSTIs,3.0.0b12,59.88934846175917,
M077C,faces/M077C.jpg,6.415070475,Trustworthy,Was polite and gave up seat on the bus to a pregnant lady,polite,explicit,congruent,,,,,,,,,,0,13,13,15,,,left,2.154233600012958,,,,,,,,,6,089,2019_Oct_21_1041,trustSTIs,3.0.0b12,59.88934846175917,
M066C,faces/M066C.jpg,4.707409208,Untrustworthy,Helped a man in a wheelchair cross a busy intersection,caring,implicit,incongruent,,,,,,,,,,0,14,14,28,,,right,3.423250599997118,,,,,,,,,6,089,2019_Oct_21_1041,trustSTIs,3.0.0b12,59.88934846175917,
M081C,faces/M081C.jpg,4.350806448,Untrustworthy,Was warm and provided food and clothing for flood victims,warm,explicit,incongruent,,,,,,,,,,0,15,15,33,,,right,3.0892973999725655,,,,,,,,,6,089,2019_Oct_21_1041,trustSTIs,3.0.0b12,59.88934846175917,
M087C,faces/M087C.jpg,6.061491925,Trustworthy,Was respectful and held the doors to the subway for an elderly woman with a walker,respectful,explicit,congruent,,,,,,,,,,0,16,16,16,,,right,1.753443600027822,,,,,,,,,6,089,2019_Oct_21_1041,trustSTIs,3.0.0b12,59.88934846175917,
M070C,faces/M070C.jpg,4.7144657,Untrustworthy,Saved a person from drowning,vain,mismatch,incongruent,,,,,,,,,,0,17,17,30,,,left,3.2061743000522256,,,,,,,,,6,089,2019_Oct_21_1041,trustSTIs,3.0.0b12,59.88934846175917,
M014C,faces/M014C.jpg,5.649445575,Trustworthy,Ridiculed people behind their backs,reliable,mismatch,incongruent,,,,,,,,,,0,18,18,3,,,right,1.2859402999747545,,,,,,,,,6,089,2019_Oct_21_1041,trustSTIs,3.0.0b12,59.88934846175917,
M051C,faces/M051C.jpg,5.67212695,Trustworthy,Kept the music down for their roommates,attentive,implicit,congruent,,,,,,,,,,0,19,19,11,,,right,3.773887899937108,,,,,,,,,6,089,2019_Oct_21_1041,trustSTIs,3.0.0b12,59.88934846175917,
M013C,faces/M013C.jpg,6.035534283,Trustworthy,Pushed a lost child out of their way and ignored her cries for help,cruel,implicit,incongruent,,,,,,,,,,0,20,20,2,,,right,2.8388352999463677,,,,,,,,,6,089,2019_Oct_21_1041,trustSTIs,3.0.0b12,59.88934846175917,
M008C,faces/M008C.jpg,4.033770203,Untrustworthy,Drove their car the wrong way down a one-way street,careless,implicit,congruent,,,,,,,,,,0,21,21,18,,,right,2.2544132000766695,,,,,,,,,6,089,2019_Oct_21_1041,trustSTIs,3.0.0b12,59.88934846175917,
M006C,faces/M006C.jpg,6.0640122,Trustworthy,Attempted to rape a woman who was walking down a dark street,immoral,implicit,incongruent,,,,,,,,,,0,22,22,1,,,right,1.3026604999322444,,,,,,,,,6,089,2019_Oct_21_1041,trustSTIs,3.0.0b12,59.88934846175917,
M032C,faces/M032C.jpg,4.74092746,Untrustworthy,Was untrustworthy and stole and used their mother's prescription medication,untrustworthy,explicit,congruent,,,,,,,,,,0,23,23,24,,,left,3.9909520000219345,,,,,,,,,6,089,2019_Oct_21_1041,trustSTIs,3.0.0b12,59.88934846175917,
M042C,faces/M042C.jpg,5.596522235,Trustworthy,Was sexist and heckled a woman speaking on human rights,sexist,explicit,incongruent,,,,,,,,,,0,24,24,8,,,left,1.7033833999885246,,,,,,,,,6,089,2019_Oct_21_1041,trustSTIs,3.0.0b12,59.88934846175917,
M027C,faces/M027C.jpg,4.682963673,Untrustworthy,Ignored a man bleeding on the sidewalk,giving,mismatch,congruent,,,,,,,,,,0,25,25,23,,,right,2.922313299961388,,,,,,,,,6,089,2019_Oct_21_1041,trustSTIs,3.0.0b12,59.88934846175917,
M093C,faces/M093C.jpg,6.071068575,Trustworthy,Was dependable and visited a sick friend in the hospital,dependable,explicit,congruent,,,,,,,,,,0,26,26,17,,,right,1.937119200010784,,,,,,,,,6,089,2019_Oct_21_1041,trustSTIs,3.0.0b12,59.88934846175917,
