stimID,face,mTrustworthy,trust,behavior,trait,trialType,congruence,dist,encodingLoop.thisRepN,encodingLoop.thisTrialN,encodingLoop.thisN,encodingLoop.thisIndex,distLoop.thisRepN,distLoop.thisTrialN,distLoop.thisN,distLoop.thisIndex,recognitionLoop.thisRepN,recognitionLoop.thisTrialN,recognitionLoop.thisN,recognitionLoop.thisIndex,distAnswers.keys,distAnswers.rt,keyResp.keys,keyResp.rt,ageRate.response,ageRate.rt,eflResp.keys,eflResp.rt,genderResp.keys,genderResp.rt,ethResp.keys,ethResp.rt,condition,participant,date,expName,psychopyVersion,frameRate,
M006C,faces/M006C.jpg,6.0640122,Trustworthy,Was caring and helped a man in a wheelchair cross a busy intersection,caring,explicit,congruent,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,1,120,2019_Oct_22_1633,trustSTIs,3.0.0b12,59.890639723692516,
M014C,faces/M014C.jpg,5.649445575,Trustworthy,Saved a person from drowning,heroic,implicit,congruent,,0,1,1,3,,,,,,,,,,,,,,,,,,,,,1,120,2019_Oct_22_1633,trustSTIs,3.0.0b12,59.890639723692516,
M022C,faces/M022C.jpg,5.7741936,Trustworthy,Helped a lost child find his parents at a mall,kind,implicit,congruent,,0,2,2,4,,,,,,,,,,,,,,,,,,,,,1,120,2019_Oct_22_1633,trustSTIs,3.0.0b12,59.890639723692516,
M092C,faces/M092C.jpg,4.779737903,Untrustworthy,Heckled a woman speaking on human rights,dependable,mismatch,congruent,,0,3,3,35,,,,,,,,,,,,,,,,,,,,,1,120,2019_Oct_22_1633,trustSTIs,3.0.0b12,59.890639723692516,
M017C,faces/M017C.jpg,4.724042335,Untrustworthy,Was hardworking and organized a group to renovate some run-down houses,hardworking,explicit,incongruent,,0,4,4,19,,,,,,,,,,,,,,,,,,,,,1,120,2019_Oct_22_1633,trustSTIs,3.0.0b12,59.890639723692516,
M081C,faces/M081C.jpg,4.350806448,Untrustworthy,Told a racist joke at a party,polite,mismatch,congruent,,0,5,5,33,,,,,,,,,,,,,,,,,,,,,1,120,2019_Oct_22_1633,trustSTIs,3.0.0b12,59.890639723692516,
M071C,faces/M071C.jpg,5.923639075,Trustworthy,Stole and used their mother's prescription medication,warm,mismatch,incongruent,,0,6,6,15,,,,,,,,,,,,,,,,,,,,,1,120,2019_Oct_22_1633,trustSTIs,3.0.0b12,59.890639723692516,
M058C,faces/M058C.jpg,6.1066028,Trustworthy,Was very concerned about their personal appearance,vain,implicit,incongruent,,0,7,7,12,,,,,,,,,,,,,,,,,,,,,1,120,2019_Oct_22_1633,trustSTIs,3.0.0b12,59.890639723692516,
M021C,faces/M021C.jpg,4.828377083,Untrustworthy,Tutored a struggling classmate for free,generous,implicit,incongruent,,0,8,8,22,,,,,,,,,,,,,,,,,,,,,1,120,2019_Oct_22_1633,trustSTIs,3.0.0b12,59.890639723692516,
M019C,faces/M019C.jpg,3.257056473,Untrustworthy,Was attentive and kept the music down for their roommates,attentive,explicit,incongruent,,0,9,9,20,,,,,,,,,,,,,,,,,,,,,1,120,2019_Oct_22_1633,trustSTIs,3.0.0b12,59.890639723692516,
M066C,faces/M066C.jpg,4.707409208,Untrustworthy,Was immoral and attempted to rape a woman who was walking down a dark street,immoral,explicit,congruent,,0,10,10,28,,,,,,,,,,,,,,,,,,,,,1,120,2019_Oct_22_1633,trustSTIs,3.0.0b12,59.890639723692516,
M051C,faces/M051C.jpg,5.67212695,Trustworthy,Was mean and swore at a cab driver and ran away without paying,mean,explicit,incongruent,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,1,120,2019_Oct_22_1633,trustSTIs,3.0.0b12,59.890639723692516,
M013C,faces/M013C.jpg,6.035534283,Trustworthy,Was trustworthy and woke up a woman passed out on the subway and made sure that she got home safely,trustworthy,explicit,congruent,,0,12,12,2,,,,,,,,,,,,,,,,,,,,,1,120,2019_Oct_22_1633,trustSTIs,3.0.0b12,59.890639723692516,
M020C,faces/M020C.jpg,4.750000023,Untrustworthy,Paid a friend back the money they owed within only a few days,reliable,implicit,incongruent,,0,13,13,21,,,,,,,,,,,,,,,,,,,,,1,120,2019_Oct_22_1633,trustSTIs,3.0.0b12,59.890639723692516,
M070C,faces/M070C.jpg,4.7144657,Untrustworthy,Ridiculed people behind their backs,unfair,implicit,congruent,,0,14,14,30,,,,,,,,,,,,,,,,,,,,,1,120,2019_Oct_22_1633,trustSTIs,3.0.0b12,59.890639723692516,
M050C,faces/M050C.jpg,5.690020225,Trustworthy,Was selfish and could not remember the birthdays of their family members,selfish,explicit,incongruent,,0,15,15,10,,,,,,,,,,,,,,,,,,,,,1,120,2019_Oct_22_1633,trustSTIs,3.0.0b12,59.890639723692516,
M072C,faces/M072C.jpg,4.8732359,Untrustworthy,Cursed out a co-worker for their incompetence,demeaning,implicit,congruent,,0,16,16,31,,,,,,,,,,,,,,,,,,,,,1,120,2019_Oct_22_1633,trustSTIs,3.0.0b12,59.890639723692516,
M037C,faces/M037C.jpg,4.31502017,Untrustworthy,Held the doors to the subway for an elderly woman with a walker,arrogant,mismatch,incongruent,,0,17,17,25,,,,,,,,,,,,,,,,,,,,,1,120,2019_Oct_22_1633,trustSTIs,3.0.0b12,59.890639723692516,
M040C,faces/M040C.jpg,4.419858935,Untrustworthy,Visited a sick friend in the hospital,sexist,mismatch,incongruent,,0,18,18,26,,,,,,,,,,,,,,,,,,,,,1,120,2019_Oct_22_1633,trustSTIs,3.0.0b12,59.890639723692516,
M087C,faces/M087C.jpg,6.061491925,Trustworthy,Hit a car and left the scene of the accident,compassionate,mismatch,incongruent,,0,19,19,17,,,,,,,,,,,,,,,,,,,,,1,120,2019_Oct_22_1633,trustSTIs,3.0.0b12,59.890639723692516,
M032C,faces/M032C.jpg,4.74092746,Untrustworthy,Got up early to drive a roommate to the airport,responsible,implicit,incongruent,,0,20,20,23,,,,,,,,,,,,,,,,,,,,,1,120,2019_Oct_22_1633,trustSTIs,3.0.0b12,59.890639723692516,
M033C,faces/M033C.jpg,4.943548355,Untrustworthy,Gave up seat on the bus to a pregnant lady,callous,mismatch,incongruent,,0,21,21,24,,,,,,,,,,,,,,,,,,,,,1,120,2019_Oct_22_1633,trustSTIs,3.0.0b12,59.890639723692516,
M069C,faces/M069C.jpg,5.749747885,Trustworthy,Ignored a man bleeding on the sidewalk,cold,implicit,incongruent,,0,22,22,14,,,,,,,,,,,,,,,,,,,,,1,120,2019_Oct_22_1633,trustSTIs,3.0.0b12,59.890639723692516,
