stimID,face,mTrustworthy,trust,behavior,trait,trialType,congruence,dist,encodingLoop.thisRepN,encodingLoop.thisTrialN,encodingLoop.thisN,encodingLoop.thisIndex,distLoop.thisRepN,distLoop.thisTrialN,distLoop.thisN,distLoop.thisIndex,recognitionLoop.thisRepN,recognitionLoop.thisTrialN,recognitionLoop.thisN,recognitionLoop.thisIndex,distAnswers.keys,distAnswers.rt,keyResp.keys,keyResp.rt,ageRate.response,ageRate.rt,eflResp.keys,eflResp.rt,genderResp.keys,genderResp.rt,ethResp.keys,ethResp.rt,condition,participant,date,expName,psychopyVersion,frameRate,
M042C,faces/M042C.jpg,5.596522235,Trustworthy,Was sexist and heckled a woman speaking on human rights,sexist,explicit,incongruent,,0,0,0,8,,,,,,,,,,,,,,,,,,,,,6,113,2019_Oct_22_1100,trustSTIs,3.0.0b12,59.88378953941665,
M022C,faces/M022C.jpg,5.7741936,Trustworthy,Cursed out a co-worker for their incompetence,generous,mismatch,incongruent,,0,1,1,4,,,,,,,,,,,,,,,,,,,,,6,113,2019_Oct_22_1100,trustSTIs,3.0.0b12,59.88378953941665,
M062C,faces/M062C.jpg,5.597530268,Trustworthy,Tutored a struggling classmate for free,demeaning,mismatch,congruent,,0,2,2,13,,,,,,,,,,,,,,,,,,,,,6,113,2019_Oct_22_1100,trustSTIs,3.0.0b12,59.88378953941665,
M086C,faces/M086C.jpg,4.845010075,Untrustworthy,Was honest and returned a lost wallet,honest,explicit,incongruent,,0,3,3,34,,,,,,,,,,,,,,,,,,,,,6,113,2019_Oct_22_1100,trustSTIs,3.0.0b12,59.88378953941665,
M071C,faces/M071C.jpg,5.923639075,Trustworthy,Got up early to drive a roommate to the airport,thieving,mismatch,congruent,,0,4,4,14,,,,,,,,,,,,,,,,,,,,,6,113,2019_Oct_22_1100,trustSTIs,3.0.0b12,59.88378953941665,
M031C,faces/M031C.jpg,5.921622915,Trustworthy,Was arrogant and went out of their way to ignore some new coworkers for several weeks,arrogant,explicit,incongruent,,0,5,5,7,,,,,,,,,,,,,,,,,,,,,6,113,2019_Oct_22_1100,trustSTIs,3.0.0b12,59.88378953941665,
M008C,faces/M008C.jpg,4.033770203,Untrustworthy,Drove their car the wrong way down a one-way street,careless,implicit,congruent,,0,6,6,18,,,,,,,,,,,,,,,,,,,,,6,113,2019_Oct_22_1100,trustSTIs,3.0.0b12,59.88378953941665,
M014C,faces/M014C.jpg,5.649445575,Trustworthy,Ridiculed people behind their backs,reliable,mismatch,incongruent,,0,7,7,3,,,,,,,,,,,,,,,,,,,,,6,113,2019_Oct_22_1100,trustSTIs,3.0.0b12,59.88378953941665,
M049C,faces/M049C.jpg,6.053175375,Trustworthy,Took a friend out for a beer to celebrate his promotion,supportive,implicit,congruent,,0,8,8,9,,,,,,,,,,,,,,,,,,,,,6,113,2019_Oct_22_1100,trustSTIs,3.0.0b12,59.88378953941665,
M006C,faces/M006C.jpg,6.0640122,Trustworthy,Attempted to rape a woman who was walking down a dark street,immoral,implicit,incongruent,,0,9,9,1,,,,,,,,,,,,,,,,,,,,,6,113,2019_Oct_22_1100,trustSTIs,3.0.0b12,59.88378953941665,
