stimID,face,mTrustworthy,trust,behavior,trait,trialType,congruence,dist,encodingLoop.thisRepN,encodingLoop.thisTrialN,encodingLoop.thisN,encodingLoop.thisIndex,distLoop.thisRepN,distLoop.thisTrialN,distLoop.thisN,distLoop.thisIndex,recognitionLoop.thisRepN,recognitionLoop.thisTrialN,recognitionLoop.thisN,recognitionLoop.thisIndex,distAnswers.keys,distAnswers.rt,keyResp.keys,keyResp.rt,ageRate.response,ageRate.rt,eflResp.keys,eflResp.rt,genderResp.keys,genderResp.rt,ethResp.keys,ethResp.rt,condition,participant,date,expName,psychopyVersion,frameRate,
M071C,faces/M071C.jpg,5.923639075,Trustworthy,Stole and used their mother's prescription medication,untrustworthy,implicit,incongruent,,0,0,0,15,,,,,,,,,,,,,,,,,,,,,2,073,2019_Oct_17_1157,trustSTIs,3.0.0b12,59.86851675201598,
M020C,faces/M020C.jpg,4.750000023,Untrustworthy,Was reliable and paid a friend back the money they owed within only a few days,reliable,explicit,incongruent,,0,1,1,21,,,,,,,,,,,,,,,,,,,,,2,073,2019_Oct_17_1157,trustSTIs,3.0.0b12,59.86851675201598,
M019C,faces/M019C.jpg,3.257056473,Untrustworthy,Kept the music down for their roommates,cruel,mismatch,incongruent,,0,2,2,20,,,,,,,,,,,,,,,,,,,,,2,073,2019_Oct_17_1157,trustSTIs,3.0.0b12,59.86851675201598,
M077C,faces/M077C.jpg,6.415070475,Trustworthy,Insulted a stranger by making a racial slur,insensitive,implicit,incongruent,,0,3,3,16,,,,,,,,,,,,,,,,,,,,,2,073,2019_Oct_17_1157,trustSTIs,3.0.0b12,59.86851675201598,
M067C,faces/M067C.jpg,4.9541331,Untrustworthy,Pushed a lost child out of their way and ignored her cries for help,attentive,mismatch,congruent,,0,4,4,29,,,,,,,,,,,,,,,,,,,,,2,073,2019_Oct_17_1157,trustSTIs,3.0.0b12,59.86851675201598,
M032C,faces/M032C.jpg,4.74092746,Untrustworthy,Was responsible and got up early to drive a roommate to the airport,responsible,explicit,incongruent,,0,5,5,23,,,,,,,,,,,,,,,,,,,,,2,073,2019_Oct_17_1157,trustSTIs,3.0.0b12,59.86851675201598,
M033C,faces/M033C.jpg,4.943548355,Untrustworthy,Gave up seat on the bus to a pregnant lady,polite,implicit,incongruent,,0,6,6,24,,,,,,,,,,,,,,,,,,,,,2,073,2019_Oct_17_1157,trustSTIs,3.0.0b12,59.86851675201598,
M062C,faces/M062C.jpg,5.597530268,Trustworthy,Was dishonest and cheated on their spouse while on a business trip,dishonest,explicit,incongruent,,0,7,7,13,,,,,,,,,,,,,,,,,,,,,2,073,2019_Oct_17_1157,trustSTIs,3.0.0b12,59.86851675201598,
M081C,faces/M081C.jpg,4.350806448,Untrustworthy,Told a racist joke at a party,callous,implicit,congruent,,0,8,8,33,,,,,,,,,,,,,,,,,,,,,2,073,2019_Oct_17_1157,trustSTIs,3.0.0b12,59.86851675201598,
M040C,faces/M040C.jpg,4.419858935,Untrustworthy,Visited a sick friend in the hospital,dependable,implicit,incongruent,,0,9,9,26,,,,,,,,,,,,,,,,,,,,,2,073,2019_Oct_17_1157,trustSTIs,3.0.0b12,59.86851675201598,
