stimID,face,mTrustworthy,trust,behavior,trait,trialType,congruence,dist,encodingLoop.thisRepN,encodingLoop.thisTrialN,encodingLoop.thisN,encodingLoop.thisIndex,distLoop.thisRepN,distLoop.thisTrialN,distLoop.thisN,distLoop.thisIndex,recognitionLoop.thisRepN,recognitionLoop.thisTrialN,recognitionLoop.thisN,recognitionLoop.thisIndex,distAnswers.keys,distAnswers.rt,keyResp.keys,keyResp.rt,ageRate.response,ageRate.rt,eflResp.keys,eflResp.rt,genderResp.keys,genderResp.rt,ethResp.keys,ethResp.rt,condition,participant,date,expName,psychopyVersion,frameRate,
M070C,faces/M070C.jpg,4.7144657,Untrustworthy,Ridiculed people behind their backs,reliable,mismatch,congruent,,0,0,0,30,,,,,,,,,,,,,,,,,,,,,3,122,2019_Oct_23_1107,trustSTIs,3.0.0b12,59.89067580165904,
M004C,faces/M004C.jpg,6.470262,Trustworthy,Volunteered at children's hospital,selfless,implicit,congruent,,0,1,1,0,,,,,,,,,,,,,,,,,,,,,3,122,2019_Oct_23_1107,trustSTIs,3.0.0b12,59.89067580165904,
M058C,faces/M058C.jpg,6.1066028,Trustworthy,Was very concerned about their personal appearance,heroic,mismatch,incongruent,,0,2,2,12,,,,,,,,,,,,,,,,,,,,,3,122,2019_Oct_23_1107,trustSTIs,3.0.0b12,59.89067580165904,
M020C,faces/M020C.jpg,4.750000023,Untrustworthy,Paid a friend back the money they owed within only a few days,unfair,mismatch,incongruent,,0,3,3,21,,,,,,,,,,,,,,,,,,,,,3,122,2019_Oct_23_1107,trustSTIs,3.0.0b12,59.89067580165904,
M049C,faces/M049C.jpg,6.053175375,Trustworthy,Drove their car the wrong way down a one-way street,careless,implicit,incongruent,,0,4,4,9,,,,,,,,,,,,,,,,,,,,,3,122,2019_Oct_23_1107,trustSTIs,3.0.0b12,59.89067580165904,
M071C,faces/M071C.jpg,5.923639075,Trustworthy,Was untrustworthy and stole and used their mother's prescription medication,untrustworthy,explicit,incongruent,,0,5,5,15,,,,,,,,,,,,,,,,,,,,,3,122,2019_Oct_23_1107,trustSTIs,3.0.0b12,59.89067580165904,
M032C,faces/M032C.jpg,4.74092746,Untrustworthy,Got up early to drive a roommate to the airport,thieving,mismatch,incongruent,,0,6,6,23,,,,,,,,,,,,,,,,,,,,,3,122,2019_Oct_23_1107,trustSTIs,3.0.0b12,59.89067580165904,
M037C,faces/M037C.jpg,4.31502017,Untrustworthy,Was respectful and held the doors to the subway for an elderly woman with a walker,respectful,explicit,incongruent,,0,7,7,25,,,,,,,,,,,,,,,,,,,,,3,122,2019_Oct_23_1107,trustSTIs,3.0.0b12,59.89067580165904,
M031C,faces/M031C.jpg,5.921622915,Trustworthy,Was honest and returned a lost wallet,honest,explicit,congruent,,0,8,8,7,,,,,,,,,,,,,,,,,,,,,3,122,2019_Oct_23_1107,trustSTIs,3.0.0b12,59.89067580165904,
M081C,faces/M081C.jpg,4.350806448,Untrustworthy,Was callous and told a racist joke at a party,callous,explicit,congruent,,0,9,9,33,,,,,,,,,,,,,,,,,,,,,3,122,2019_Oct_23_1107,trustSTIs,3.0.0b12,59.89067580165904,
