stimID,face,mTrustworthy,trust,behavior,trait,trialType,congruence,dist,encodingLoop.thisRepN,encodingLoop.thisTrialN,encodingLoop.thisN,encodingLoop.thisIndex,distLoop.thisRepN,distLoop.thisTrialN,distLoop.thisN,distLoop.thisIndex,recognitionLoop.thisRepN,recognitionLoop.thisTrialN,recognitionLoop.thisN,recognitionLoop.thisIndex,distAnswers.keys,distAnswers.rt,keyResp.keys,keyResp.rt,ageRate.response,ageRate.rt,eflResp.keys,eflResp.rt,genderResp.keys,genderResp.rt,ethResp.keys,ethResp.rt,condition,participant,date,expName,psychopyVersion,frameRate,
M086C,faces/M086C.jpg,4.845010075,Untrustworthy,Went out of their way to ignore some new coworkers for several weeks,arrogant,implicit,congruent,,0,0,0,34,,,,,,,,,,,,,,,,,,,,,2,049,2019_Oct_15_1432,trustSTIs,3.0.0b12,59.89193099954966,
M062C,faces/M062C.jpg,5.597530268,Trustworthy,Was dishonest and cheated on their spouse while on a business trip,dishonest,explicit,incongruent,,0,1,1,13,,,,,,,,,,,,,,,,,,,,,2,049,2019_Oct_15_1432,trustSTIs,3.0.0b12,59.89193099954966,
M050C,faces/M050C.jpg,5.690020225,Trustworthy,Could not remember the birthdays of their family members,caring,mismatch,incongruent,,0,2,2,10,,,,,,,,,,,,,,,,,,,,,2,049,2019_Oct_15_1432,trustSTIs,3.0.0b12,59.89193099954966,
M061C,faces/M061C.jpg,4.652721745,Untrustworthy,Stole money and jewelry from the relatives he was living with,supportive,mismatch,congruent,,0,3,3,27,,,,,,,,,,,,,,,,,,,,,2,049,2019_Oct_15_1432,trustSTIs,3.0.0b12,59.89193099954966,
M077C,faces/M077C.jpg,6.415070475,Trustworthy,Insulted a stranger by making a racial slur,insensitive,implicit,incongruent,,0,4,4,16,,,,,,,,,,,,,,,,,,,,,2,049,2019_Oct_15_1432,trustSTIs,3.0.0b12,59.89193099954966,
M008C,faces/M008C.jpg,4.033770203,Untrustworthy,Took a friend out for a beer to celebrate his promotion,greedy,mismatch,incongruent,,0,5,5,18,,,,,,,,,,,,,,,,,,,,,2,049,2019_Oct_15_1432,trustSTIs,3.0.0b12,59.89193099954966,
M071C,faces/M071C.jpg,5.923639075,Trustworthy,Stole and used their mother's prescription medication,untrustworthy,implicit,incongruent,,0,6,6,15,,,,,,,,,,,,,,,,,,,,,2,049,2019_Oct_15_1432,trustSTIs,3.0.0b12,59.89193099954966,
M021C,faces/M021C.jpg,4.828377083,Untrustworthy,Was generous and tutored a struggling classmate for free,generous,explicit,incongruent,,0,7,7,22,,,,,,,,,,,,,,,,,,,,,2,049,2019_Oct_15_1432,trustSTIs,3.0.0b12,59.89193099954966,
M092C,faces/M092C.jpg,4.779737903,Untrustworthy,Heckled a woman speaking on human rights,sexist,implicit,congruent,,0,8,8,35,,,,,,,,,,,,,,,,,,,,,2,049,2019_Oct_15_1432,trustSTIs,3.0.0b12,59.89193099954966,
M031C,faces/M031C.jpg,5.921622915,Trustworthy,Returned a lost wallet,honest,implicit,congruent,,0,9,9,7,,,,,,,,,,,,,,,,,,,,,2,049,2019_Oct_15_1432,trustSTIs,3.0.0b12,59.89193099954966,
M069C,faces/M069C.jpg,5.749747885,Trustworthy,Was cold and ignored a man bleeding on the sidewalk,cold,explicit,incongruent,,0,10,10,14,,,,,,,,,,,,,,,,,,,,,2,049,2019_Oct_15_1432,trustSTIs,3.0.0b12,59.89193099954966,
M022C,faces/M022C.jpg,5.7741936,Trustworthy,Was kind and helped a lost child find his parents at a mall,kind,explicit,congruent,,0,11,11,4,,,,,,,,,,,,,,,,,,,,,2,049,2019_Oct_15_1432,trustSTIs,3.0.0b12,59.89193099954966,
M029C,faces/M029C.jpg,5.814516125,Trustworthy,Provided food and clothing for flood victims,warm,implicit,congruent,,0,12,12,6,,,,,,,,,,,,,,,,,,,,,2,049,2019_Oct_15_1432,trustSTIs,3.0.0b12,59.89193099954966,
M026C,faces/M026C.jpg,5.823084825,Trustworthy,Was giving and paid for a taxi to take an intoxicated man to his residence,giving,explicit,congruent,,0,13,13,5,,,,,,,,,,,,,,,,,,,,,2,049,2019_Oct_15_1432,trustSTIs,3.0.0b12,59.89193099954966,
M019C,faces/M019C.jpg,3.257056473,Untrustworthy,Kept the music down for their roommates,cruel,mismatch,incongruent,,0,14,14,20,,,,,,,,,,,,,,,,,,,,,2,049,2019_Oct_15_1432,trustSTIs,3.0.0b12,59.89193099954966,
M049C,faces/M049C.jpg,6.053175375,Trustworthy,Drove their car the wrong way down a one-way street,selfless,mismatch,incongruent,,0,15,15,9,,,,,,,,,,,,,,,,,,,,,2,049,2019_Oct_15_1432,trustSTIs,3.0.0b12,59.89193099954966,
