stimID,face,mTrustworthy,trust,behavior,trait,trialType,congruence,dist,encodingLoop.thisRepN,encodingLoop.thisTrialN,encodingLoop.thisN,encodingLoop.thisIndex,distLoop.thisRepN,distLoop.thisTrialN,distLoop.thisN,distLoop.thisIndex,recognitionLoop.thisRepN,recognitionLoop.thisTrialN,recognitionLoop.thisN,recognitionLoop.thisIndex,distAnswers.keys,distAnswers.rt,keyResp.keys,keyResp.rt,ageRate.response,ageRate.rt,eflResp.keys,eflResp.rt,genderResp.keys,genderResp.rt,ethResp.keys,ethResp.rt,condition,participant,date,expName,psychopyVersion,frameRate,
M013C,faces/M013C.jpg,6.035534283,Trustworthy,Woke up a woman passed out on the subway and made sure that she got home safely,mean,mismatch,congruent,,0,0,0,2,,,,,,,,,,,,,,,,,,,,,2,019,2019_Oct_10_1606,trustSTIs,3.0.0b12,59.88292887319793,
M022C,faces/M022C.jpg,5.7741936,Trustworthy,Was kind and helped a lost child find his parents at a mall,kind,explicit,congruent,,0,1,1,4,,,,,,,,,,,,,,,,,,,,,2,019,2019_Oct_10_1606,trustSTIs,3.0.0b12,59.88292887319793,
M081C,faces/M081C.jpg,4.350806448,Untrustworthy,Told a racist joke at a party,callous,implicit,congruent,,0,2,2,33,,,,,,,,,,,,,,,,,,,,,2,019,2019_Oct_10_1606,trustSTIs,3.0.0b12,59.88292887319793,
M050C,faces/M050C.jpg,5.690020225,Trustworthy,Could not remember the birthdays of their family members,caring,mismatch,incongruent,,0,3,3,10,,,,,,,,,,,,,,,,,,,,,2,019,2019_Oct_10_1606,trustSTIs,3.0.0b12,59.88292887319793,
M037C,faces/M037C.jpg,4.31502017,Untrustworthy,Held the doors to the subway for an elderly woman with a walker,respectful,implicit,incongruent,,0,4,4,25,,,,,,,,,,,,,,,,,,,,,2,019,2019_Oct_10_1606,trustSTIs,3.0.0b12,59.88292887319793,
M033C,faces/M033C.jpg,4.943548355,Untrustworthy,Gave up seat on the bus to a pregnant lady,polite,implicit,incongruent,,0,5,5,24,,,,,,,,,,,,,,,,,,,,,2,019,2019_Oct_10_1606,trustSTIs,3.0.0b12,59.88292887319793,
M087C,faces/M087C.jpg,6.061491925,Trustworthy,Hit a car and left the scene of the accident,cowardly,implicit,incongruent,,0,6,6,17,,,,,,,,,,,,,,,,,,,,,2,019,2019_Oct_10_1606,trustSTIs,3.0.0b12,59.88292887319793,
M051C,faces/M051C.jpg,5.67212695,Trustworthy,Swore at a cab driver and ran away without paying,trustworthy,mismatch,incongruent,,0,7,7,11,,,,,,,,,,,,,,,,,,,,,2,019,2019_Oct_10_1606,trustSTIs,3.0.0b12,59.88292887319793,
M070C,faces/M070C.jpg,4.7144657,Untrustworthy,Was unfair and ridiculed people behind their backs,unfair,explicit,congruent,,0,8,8,30,,,,,,,,,,,,,,,,,,,,,2,019,2019_Oct_10_1606,trustSTIs,3.0.0b12,59.88292887319793,
M029C,faces/M029C.jpg,5.814516125,Trustworthy,Provided food and clothing for flood victims,warm,implicit,congruent,,0,9,9,6,,,,,,,,,,,,,,,,,,,,,2,019,2019_Oct_10_1606,trustSTIs,3.0.0b12,59.88292887319793,
M040C,faces/M040C.jpg,4.419858935,Untrustworthy,Visited a sick friend in the hospital,dependable,implicit,incongruent,,0,10,10,26,,,,,,,,,,,,,,,,,,,,,2,019,2019_Oct_10_1606,trustSTIs,3.0.0b12,59.88292887319793,
